Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone
Stfalcon," $25,000+ ",5,$25 - $49,"""10 - 49""","Kyiv,",None,https://clutch.co/profile/stfalcon,https://stfalcon.com/,info@stfalcon.com,"
+38 067 3344040 "
14 Oranges Software ," $10,000+ ",4.9,$100 - $149,"""10 - 49""","Richmond,",None,https://clutch.co/profile/14-oranges-software,http://www.14oranges.com,sales@14oranges.com,"
604.304.0020 "
Cleveroad," $10,000+ ",5,$25 - $49,"""50 - 249""","Dnipro,",None,https://clutch.co/profile/cleveroad,https://www.cleveroad.com/clutch-offer,sales@cleveroad.com,"
+380.66.489.6889 "
FreshWorks Studio," $50,000+ ",4.7,$50 - $99,"""10 - 49""","Victoria,",None,https://clutch.co/profile/freshworks-studio,http://www.freshworks.io/,clutch@freshworks.io,"
(250) 412-3470 "
Hidden Brains InfoTech," $10,000+ ",4.9,$25 - $49,250 - 999,"Ahmedabad,",None,https://clutch.co/profile/hidden-brains-infotech,http://www.hiddenbrains.com/mobile-app-development.html,biz@hiddenbrains.com,"
91.98.9802.1433 "
Mubaloo," $50,000+ ",4.6,$100 - $149,"""50 - 249""","London,",None,https://clutch.co/profile/mubaloo,http://mubaloo.com,info@mubaloo.com,"
+44 207 073 7007 "
Clearbridge Mobile," $25,000+ ",4.7,$150 - $199,"""10 - 49""","Toronto,",None,https://clutch.co/profile/clearbridge-mobile,https://clearbridgemobile.com/canadas-top-mobile-app-development-firm/,clutch@clearbridgemobile.com,"
647.361.8401 "
CrossComm," $25,000+ ",4.8,$150 - $199,"""10 - 49""","Durham,",NC,https://clutch.co/profile/crosscomm,http://www.crosscomm.net,hello@crosscomm.net,"
 "
Unified Infotech Inc," $10,000+ ",4.9,$25 - $49,"""50 - 249""","New York,",NY,https://clutch.co/profile/unified-infotech,https://www.unifiedinfotech.net,contacts@unifiedinfotfie.net,"
+18008209286 "
Atmosphere Apps," $25,000+ ",5,$100 - $149,"""10 - 49""","Gainesville,",FL,https://clutch.co/profile/atmosphere-apps,http://www.atmoapps.com,ktaylor@atmoapps.com,"
352.327.0178 "
Codal," $10,000+ ",4.9,$100 - $149,"""50 - 249""","Chicago,",IL,https://clutch.co/profile/codal,https://www.codal.com,go@codal.com,"
312-663-8142 "
3 SIDED CUBE," $50,000+ ",4.9,$100 - $149,"""10 - 49""","Bournemouth,",None,https://clutch.co/profile/3-sided-cube,https://3sidedcube.com/,holla@3sidedcube.com,"
44 (0)1202 611 612 "
itCraft," $10,000+ ",5,$25 - $49,"""10 - 49""","Warsaw,",None,https://clutch.co/profile/itcraft,https://itcraftapps.com,hello@itcraftapps.com,"
+48 608 630 848 "
Fuzz," $50,000+  ",4.8,$150 - $199,"""50 - 249""","Brooklyn,",NY,https://clutch.co/profile/fuzz,http://fuzzpro.com,hello@fuzzproductions.com,"
212.219.7696 "
Touch Instinct," $25,000+ ",4.9,$25 - $49,"""50 - 249""","St Petersburg,",None,https://clutch.co/profile/touch-instinct,http://touchinstinct.com/,hello+clutch@touchinstinct.com,"
+7.812.389.56.20 "
Stuzo," $10,000+ ",5,$100 - $149,"""50 - 249""","Philadelphia,",PA,https://clutch.co/profile/stuzo,http://www.stuzo.com,hello@stuzo.com,"
267.519.3669 "
Impiger Technologies," $25,000+ ",5,$25 - $49,250 - 999,"Richardson,",TX,https://clutch.co/profile/impiger-technologies,http://www.impigertech.com,sales@impigertech.com,"
972.346.8186 "
Xmartlabs," $5,000+ ",5,$50 - $99,"""10 - 49""","Montevideo,",None,https://clutch.co/profile/xmartlabs,https://xmartlabs.com/,getintouch@xmartlabs.com,"
+1 650 614 1829 "
ChromeInfo Technologies," $5,000+ ",4.9,< $25,"""50 - 249""","Noida,",None,https://clutch.co/profile/chromeinfo-technologies,https://www.chromeinfotech.net/case-study.html,sales@chromeinfotech.com,"
+91.783.800.9900 "
Ethervision," $25,000+ ",4.8,$150 - $199,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/ethervision,http://ethervision.net,info@ethervision.net,"
312.870.0080 "
247 Labs Inc.," $5,000+ ",4.9,$50 - $99,"""10 - 49""","Toronto,",None,https://clutch.co/profile/247-labs,https://247labs.com,hello@247labs.com,"
877-247-7421 "
Table XI," $75,000+ ",4.9,$150 - $199,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/table-xi,http://tablexi.com?utm_source=Clutch&utm_content=Profile&utm_medium=Button&utm_campaign=Directories,sales@tablexi.com,"
1.312.450.6320 "
Brightec," $25,000+ ",4.8,$100 - $149,"""10 - 49""","Brighton,",None,https://clutch.co/profile/brightec,http://www.brightec.co.uk,office@brightec.co.uk,"
+44 12 7362 5959 "
Myriad Mobile," $10,000+ ",4.9,$150 - $199,"""10 - 49""","Fargo,",ND,https://clutch.co/profile/myriad-mobile,http://www.myriadmobile.com,contact@myriadmobile.com,"
701.369.0633 "
Macadamian," $50,000+ ",4.6,$150 - $199,"""50 - 249""","Gatineau,",None,https://clutch.co/profile/macadamian,http://www.macadamian.com/,info@macadamian.com,"
877.779.6336 "
Digital Brand Group," $10,000+ ",5,$50 - $99,"""10 - 49""","Irvine,",CA,https://clutch.co/profile/digital-brand-group,http://digitalbrandgroup.com,sales@digitalbrandgroup.com,"
888.690.0060 "
Byteridge," $5,000+ ",5,< $25,"""10 - 49""","Hyderabad, Telangana,",None,https://clutch.co/profile/byteridge,http://byteridge.com/,clutch-enquiries@byteridge.com,"
040-6514-3961 "
Copper Mobile," $25,000+ ",5,$100 - $149,"""50 - 249""","Dallas,",TX,https://clutch.co/profile/copper-mobile,http://www.coppermobile.com/,sales@coppermobile.com,"
972.528.6628 "
Rantmedia," $25,000+  ",5,$50 - $99,"""10 - 49""","Cardiff,",None,https://clutch.co/profile/rantmedia,http://www.rantmedia.com,hello@rantmedia.com,"
+44 (0) 2920 399189 "
IDAP," $10,000+ ",4.9,$25 - $49,"""50 - 249""","Kyiv,",None,https://clutch.co/profile/idap,http://www.idapgroup.com/?utm_medium=clutch&utm_campaign=main-link&utm_source=aggregator,marketing@idapgroup.com,"
+38 095 0000 623 "
10Pearls, Undisclosed,4.9,None,250 - 999,"Vienna,",VA,https://clutch.co/profile/10pearls,http://www.10pearls.com,info@10pearls.com,"
(703) 935-1919 "
111 Minutes," $10,000+ ",4.9,$25 - $49,"""50 - 249""","Glasgow,",None,https://clutch.co/profile/111-minutes,http://www.111minutes.com,sales@111minutes.com,"
 "
The NineHertz," $5,000+ ",4.8,< $25,"""50 - 249""","Cincinnati,",OH,https://clutch.co/profile/ninehertz,https://theninehertz.com/?get-touch,sales@theninehertz.com,"
+1.315.381.4100 "
Digiryte," $10,000+ ",4.9,$25 - $49,"""50 - 249""","Manchester,",None,https://clutch.co/profile/digiryte,https://digiryte.com,hello@digiryte.com,"
0161 706 7983 "
ORA," $25,000+ ",5,$100 - $149,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/ora,http://orainteractive.com/,hello@orainteractive.com,"
(312) 600-6023 "
The Distance App Developers," $25,000+ ",4.6,$100 - $149,"""10 - 49""","London,",None,https://clutch.co/profile/distance,https://thedistance.co.uk,hello+clutch@thedistance.co.uk,"
+44 1904 217171 "
Bixlabs," $10,000+ ",4.8,$50 - $99,"""10 - 49""","Montevideo,",None,https://clutch.co/profile/bixlabs,http://www.bixlabs.com,info@bixlabs.com,"
(598) 9922-6488 "
3Advance," $25,000+ ",5,$100 - $149,"""10 - 49""","Washington,",DC,https://clutch.co/profile/3advance,https://3advance.com/go/mobile,apps@3advance.com,"
202-709-3238 "
OpenXcell," $10,000+ ",4.8,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/openxcell,https://www.openxcell.com,sales@openxcellinc.com,"
+1-888-777-4629 "
Heads and Hands," $25,000+ ",4.9,$50 - $99,"""50 - 249""","Saint-Petersburg,",None,https://clutch.co/profile/heads-hands,http://handh.ru/?lang=en,hello@handh.ru,"
+7 (812) 971-17-73 "
JatApp," $50,000+ ",5,$50 - $99,"""50 - 249""","Miami,",FL,https://clutch.co/profile/jatapp,http://jatapp.com/,support@jatapp.com,"
+1 415 9931 555 "
iteo," $10,000+ ",4.9,$50 - $99,"""50 - 249""","Katowice,",None,https://clutch.co/profile/iteo-mobile,https://iteo.com/,hello@iteo.com,"
+48 601 285 155 "
APPLIFY ," $10,000+ ",5,$25 - $49,"""10 - 49""","Chandigarh,",None,https://clutch.co/profile/applify,https://www.applify.co,contact@applify.co,"
+91 9888884880 "
Ratio," $50,000+ ",5,$150 - $199,"""50 - 249""","Seattle,",WA,https://clutch.co/profile/ratio,http://www.weareratio.com/,hello@weareratio.com,"
206.281.8240 "
BrainMobi," $10,000+ ",5,< $25,"""50 - 249""","Noida,",None,https://clutch.co/profile/brainmobi,https://www.brainmobi.com/,sales@brainmobi.com,"
+91 9643970717 "
Xtreem Solution," $5,000+ ",4.9,$25 - $49,"""50 - 249""","Jaipur,",None,https://clutch.co/profile/xtreem-solution,https://xtreemsolution.com/,info@xtreemsolution.com,"
+91-141-2331081 "
Appchance, Undisclosed,4.8,$50 - $99,"""10 - 49""","Poznan,",None,https://clutch.co/profile/appchance,http://www.appchance.com,contact@appchance.com,"
48.600.508.713 "
Distillery," $50,000+ ",5,$100 - $149,"""50 - 249""","Santa Monica,",CA,https://clutch.co/profile/distillery,https://distillery.com/,hello@distillery.com,"
310-776-6234 "
Novoda," $100,000+ ",4.8,$150 - $199,"""50 - 249""","London,",None,https://clutch.co/profile/novoda,https://www.novoda.com,info@novoda.com,"
+44 207 359 4709 "
iTechArt Group, Undisclosed,4.9,$25 - $49,"""1,000 - 9,999""","New York,",NY,https://clutch.co/profile/itechart-group,http://www.itechart.com,hello@itechart-group.com,"
718.374.5043 "
Worry Free Labs," $25,000+ ",4.9,$100 - $149,"""50 - 249""","New York,",NY,https://clutch.co/profile/worry-free-labs,http://worryfreelabs.com,hello@worryfreelabs.com,"
646.741.5006 "
InfoShell, Undisclosed,5,$25 - $49,"""10 - 49""","Saint-Petersburg,",None,https://clutch.co/profile/infoshell,http://infoshell.mobi/,info@infoshell.ru,"
+7(812)242-80-58 "
Big Nerd Ranch," $10,000+ ",5,$150 - $199,"""50 - 249""","Atlanta,",GA,https://clutch.co/profile/big-nerd-ranch,https://www.bignerdranch.com/,hello@bignerdranch.com,"
770.817.6373 "
Posse," $25,000+ ",4.9,$150 - $199,"""10 - 49""","New York,",NY,https://clutch.co/profile/posse,http://www.goposse.com,hello@goposse.com,"
646-801-6385 "
Waracle," $25,000+ ",4.5,$100 - $149,"""50 - 249""","Dundee,",None,https://clutch.co/profile/waracle,http://waracle.net/,d.romilly@waracle.com,"
+44 1382 529528 "
IndiaNIC Infotech Limited," $10,000+ ",5,< $25,250 - 999,"Beverly Hills,",CA,https://clutch.co/profile/indianic-infotech,https://www.indianic.com/?utm_campaign=Business-Directory&utm_source=Clutch,hello@indianic.com,"
+1 (408) 922 9083 "
Fayrix," $5,000+ ",4.9,< $25,"""1,000 - 9,999""","Pitu'akh,",None,https://clutch.co/profile/fayrix,http://www.fayrix.com/?utm_source=clutch,info@fayrix.com,"
+972 (9) 374-01-80 "
Polidea, Undisclosed,4.9,$50 - $99,"""50 - 249""","Warsaw,",None,https://clutch.co/profile/polidea,http://www.polidea.com,hello@polidea.com,"
+48 694 471 274 "
Atomic Robot," $25,000+ ",5,$100 - $149,"""10 - 49""","Mason,",OH,https://clutch.co/profile/atomic-robot,https://atomicrobot.io,hello@atomicrobot.io,"
1.855.597.6268 "
Savvy Apps," $50,000+ ",4.8,$150 - $199,"""10 - 49""","Reston,",VA,https://clutch.co/profile/savvy-apps,http://savvyapps.com/,clutch@savvyapps.com,"
866.531.7578 "
iD EAST, Undisclosed,4.9,$25 - $49,"""50 - 249""","Moscow ,",None,https://clutch.co/profile/id-east,http://id-east.ru/,welcome@id-east.ru,"
+7(495) 795-67-78 "
Postlight," $75,000+ ",5,$150 - $199,"""10 - 49""","New York City,",NY,https://clutch.co/profile/postlight,https://postlight.com/,hello@postlight.com,"
646.694.8530 "
Wildnet Technologies," $1,000+ ",4.8,< $25,"""50 - 249""","Noida,",None,https://clutch.co/profile/wildnet-technologies,https://www.wildnettechnologies.com/android-app-development.htm,clutch@wildnettechnologies.com,"
+1 212-901-8616 "
Better Software Group," $10,000+ ",5,$50 - $99,"""50 - 249""","Wroclaw,",None,https://clutch.co/profile/better-software-group,http://bsgroup.eu,clutch@bsgroup.eu,"
+48.601.050.325 "
Grio," $5,000+ ",5,$100 - $149,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/grio,https://grio.com/,info@grio.com,"
415.395.9525 "
Bottle Rocket ," $25,000+ ",4.8,$150 - $199,"""50 - 249""","Addison,",TX,https://clutch.co/profile/bottle-rocket,http://www.bottlerocketstudios.com,hello@bottlerocketstudios.com,"
214.310.1800 "
Arbisoft," $10,000+ ",4.9,$50 - $99,250 - 999,"Mckinney,",TX,https://clutch.co/profile/arbisoft,https://arbisoft.com/contact/?utm_source=clutch&utm_medium=clutch_sponsor&utm_campaign=Arbi-Clutch-Sponsor,contact@arbisoft.com,"
+1 (469) 215 2958 "
Boston Technology Corporation," $50,000+ ",4.9,$50 - $99,"""50 - 249""","Marlborough,",MA,https://clutch.co/profile/boston-technology-corporation,http://btchealth.boston-technology.com/,info@boston-technology.com,"
781.583.1144 "
July Rapid," $25,000+ ",4.5,$50 - $99,"""50 - 249""","San Francisco ,",CA,https://clutch.co/profile/july-rapid,https://julyrapid.com,info@julysystems.com,"
650.685.2460 "
A.Y. Technologies," $10,000+ ",4.9,$100 - $149,"""10 - 49""","Vancouver,",None,https://clutch.co/profile/ay-technologies,https://www.aytech.ca,info@aytech.ca,"
6042455875 "
Peerbits," $5,000+ ",4.8,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/peerbits,http://www.peerbits.com/top-app-development-company.html,peerbits@gmail.com,"
877.707.0459 "
InnoviMobile Enterprise," $10,000+ ",4.9,$100 - $149,"""10 - 49""","Millburn/Short Hills,",NJ,https://clutch.co/profile/innovimobile-enterprise,https://innovimobile.com/get-free-estimate//?utm_source=Clutch,FastReply@innovimobile.com,"
646-588-0165 "
Vog App Developers," $50,000+ ",4.9,$100 - $149,"""10 - 49""","Calgary,",None,https://clutch.co/profile/vog-app-developers,http://vogcalgaryappdeveloper.com/,hello@vogappdevelopers.com,"
1-844-992-2777 "
IT CRAFT," $10,000+ ",4.8,$25 - $49,"""50 - 249""","Kharkiv,",None,https://clutch.co/profile/it-craft,https://www.itechcraft.com/,site@itechcraft.com,"
+38.068.195.7340 "
"XIM, Inc.", Undisclosed,4.9,$25 - $49,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/xim,http://ximxim.com/,contact@ximxim.com,"
(415) 222-9909 "
"XIM, Inc.", Undisclosed,4.9,$25 - $49,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/xim,http://ximxim.com/,contact@ximxim.com,"
(415) 222-9909 "
Alty," $25,000+ ",5,$25 - $49,"""10 - 49""","Kiev,",None,https://clutch.co/profile/alty,https://alty.co,hello@alty.co,"
 "
Prolific Interactive," $25,000+ ",4.7,$150 - $199,"""50 - 249""","Brooklyn,",NY,https://clutch.co/profile/prolific-interactive,http://prolificinteractive.com/,newbusiness@prolificinteractive.com,"
347.462.0990 "
Umbrella IT," $25,000+ ",5,$25 - $49,"""50 - 249""","Taganrog ,",None,https://clutch.co/profile/umbrella-it,http://UmbrellaIT.com,hello-clutch@umbrellait.com,"
 "
SingleMind," $25,000+ ",4.7,$100 - $149,"""10 - 49""","Lake Oswego,",OR,https://clutch.co/profile/singlemind,https://www.singlemindconsulting.com/user-experience-design/?utm_source=clutch&utm_medium=listing&utm_campaign=referral,hello@singlemindconsulting.com,"
866.997.4239 "
Flexsin Inc.," $10,000+ ",4.4,$25 - $49,250 - 999,"Dallas,",TX,https://clutch.co/profile/flexsin,http://www.flexsin.com/,info@flexsin.com,"
+1-469-305-9770 "
Future Mind, Undisclosed,4.9,$50 - $99,"""10 - 49""","Warsaw,",None,https://clutch.co/profile/future-mind,http://futuremind.com,hello@futuremind.com,"
 "
Finoit Technologies," $5,000+ ",4.8,< $25,"""50 - 249""","Noida,",None,https://clutch.co/profile/finoit-technologies,http://www.finoit.com/,josh@finoit.com,"
+91.120.411.2386 "
Yeeply Mobile," $5,000+ ",4.9,$50 - $99,"""10 - 49""","London,",None,https://clutch.co/profile/yeeply-mobile,https://en.yeeply.com,fer@yeeply.com,"
+44 800 808 5887 "
WOXAPP," $5,000+ ",5,$25 - $49,"""10 - 49""","Dnipropetrovsk,",None,https://clutch.co/profile/woxapp,http://woxapp.com/en/,mail@woxapp.com,"
+1 (646) 568 54 24 "
Zudu," $10,000+ ",5,$100 - $149,2 - 9,"Dundee,",None,https://clutch.co/profile/zudu,http://www.zudu.co.uk,contact@zudu.co.uk,"
+44 1382 690 080 "
Seasia Infotech," $10,000+ ",4.9,$25 - $49,250 - 999,"Mohali,",None,https://clutch.co/profile/seasia-infotech,https://www.seasiainfotech.com/,clutch@seasiainfotech.com,"
+91 988 825 1122 "
December Labs ," $10,000+ ",4.9,$50 - $99,"""10 - 49""","Montevideo,",None,https://clutch.co/profile/december-labs,http://www.decemberlabs.com/,info@decemberlabs.com,"
+1 (415) 644-5058 "
Ampersand + Ampersand," $50,000+ ",4.9,$100 - $149,"""10 - 49""","London,",None,https://clutch.co/profile/ampersand-ampersand,http://3amp.co/,info@3amp.co,"
+44 (0) 20 7112 7100 "
Corporation Pop," $25,000+ ",4.8,$100 - $149,"""10 - 49""","Manchester,",None,https://clutch.co/profile/corporation-pop,http://www.corporationpop.co.uk,info@corporationpop.co.uk,"
0161 838 0808 "
Sourcebits," $25,000+ ",4.5,$50 - $99,250 - 999,"Bangalore,",None,https://clutch.co/profile/sourcebits,http://sourcebits.com/,getstarted@sourcebits.com,"
+91 80675 00800 "
Tintash," $10,000+ ",4.7,$25 - $49,"""50 - 249""","Raleigh,",None,https://clutch.co/profile/tintash,https://tintash.com/?utm_source=Clutch&utm_medium=mobile-developer,AllEars@tintash.com,"
650-204-9718 "
RichestSoft," $1,000+ ",4.8,$25 - $49,"""10 - 49""","Mohali,",None,https://clutch.co/profile/richestsoft,https://www.richestsoft.com/mobile-application-development/?utm_source=referrer&utm_medium=webapp&utm_campaign=clutch,info@richestsoft.com,"
+13152104488 "
Netsells Group," $10,000+ ",4.8,$100 - $149,"""10 - 49"""," York,",None,https://clutch.co/profile/netsells-group,https://netsells.co.uk,info+clutch@netsells.co.uk,"
+44 19 0421 7026 "
