Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone
Shubhashish IT Services Ltd.," $10,000+ ",4.5,$100 - $149,"""50 - 249""","Houston,",TX,https://clutch.co/profile/shubhashish-it-services,http://www.shubhashishit.com/,shruti.mittal@shubhashishit.com,"
1-877-693-6033 "
Pro Vision Lab," $5,000+ ",5,$25 - $49,"""10 - 49""","Kyiv,",None,https://clutch.co/profile/pro-vision-lab,https://provisionlab.com/,contact@provisionlab.com,"
 "
Start Matter," $5,000+ ",5,$25 - $49,"""10 - 49""","Gomel,",None,https://clutch.co/profile/start-matter,https://startmatter.com,inquiry@startmatter.com,"
 "
NeuroSYS," $5,000+ ",4.4,$25 - $49,"""10 - 49""","Wrocaw,",None,https://clutch.co/profile/neurosys,http://www.neurosys.com,m.kasprzak@neurosys.com,"
(0048) 71 750 41 15 "
Unanimous Studios," $5,000+ ",5,$25 - $49,"""50 - 249""","Jaipur,",None,https://clutch.co/profile/unanimous-studios,http://unanimoustech.com/,sales@unanimousstudios.com,"
+91-9928484047 "
DITDOT," $1,000+ ",4.8,$25 - $49,"""2 - 9""",None,None,https://clutch.co/profile/ditdot,http://www.ditdot.hr/en,info@ditdot.hr,"
 "
VindiTek," $5,000+ ",4.3,$25 - $49,"""10 - 49""","Lviv,",None,https://clutch.co/profile/vinditek,https://www.vinditek.com/,sales@vinditek.com,"
 "
M&R Solutions," $5,000+ ",4.5,$25 - $49,"""10 - 49""","New York,",NY,https://clutch.co/profile/mr-solutions,http://masterlyrobust.com/,info@masterlyrobust.com,"
 "
Thinkwik," $10,000+ ",4,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/thinkwik,https://www.thinkwik.com/,hello@thinkwik.com,"
+91.748.690.0681 "
XcelTec," $1,000+ ",4.8,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/xceltec,http://www.xceltec.com/,sales@xceltec.com,"
+91 9879799459 "
Insighty," $10,000+ ",5,$100 - $149,"""10 - 49""","Toronto,",None,https://clutch.co/profile/insighty,http://www.insighty.studio,hello@insighty.studio,"
647.862.3844 "
Appnings Software Solutions Pvt Ltd," $1,000+ ",4.5,< $25,"""10 - 49""","Bangalore,",None,https://clutch.co/profile/appnings-software-solutions,http://www.appnings.com,support@appnings.com,"
+917676769955 "
Digital world IT Solutions," $10,000+ ",4,$25 - $49,"""250 - 999""","Dharuhera,",None,https://clutch.co/profile/digital-world-it-solutions,http://www..com,,"
+91-9610408683 "
SMD," $5,000+ ",4.5,$25 - $49,"""10 - 49""",",",None,https://clutch.co/profile/smd,https://smd.agency,contact@smd.agency,"
+7.916.096.79.23 "
DeviceBee Technologies," $10,000+ ",4.3,$50 - $99,"""10 - 49""","Dubai,",None,https://clutch.co/profile/devicebee-technologies,https://www.devicebee.com,info@devicebee.com,"
97143757732 "
TAVO tech," $5,000+ ",4.5,$25 - $49,"""10 - 49""","Kiev,",None,https://clutch.co/profile/tavo-tech,http://tavo-tech.com,sales@tavo.tech,"
 "
GoApps," $5,000+ ",5,$25 - $49,"""2 - 9""","Bialystok,",None,https://clutch.co/profile/goapps,http://goapps.io,kontakt@goapps.pl,"
+48.693.776.186 "
CDN Software Solutions," $5,000+ ",4.3,< $25,"""250 - 999""","Indore,",None,https://clutch.co/profile/cdn-software-solutions,https://www.cdnsol.com,contact@cdnsol.com,"
91.731.403.5928 "
CodeRunner IT," $25,000+ ",4.6,< $25,"""10 - 49""","Coquitlam,",None,https://clutch.co/profile/coderunner-it,http://www.coderunner.it,contact@coderunner.it,"
+1 778 681 3705 "
KanhaSoft," $5,000+ ",5,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/kanhasoft,https://www.kanhasoft.com/,manojb@kanhasoft.com,"
9913344050 "
Webskitters LLC," $10,000+ ",None,$25 - $49,"""50 - 249""","Miami,",FL,https://clutch.co/profile/webskitters,https://www.webskitters.com,sales@webskitters.com,"
732.218.7686 "
Mutual Mobile, Undisclosed,None,None,"""50 - 249""","Austin,",TX,https://clutch.co/profile/mutual-mobile,http://www.mutualmobile.com/,jason.curry@mutualmobilejasm,"
800.208.3563 "
Ommzi Solutions," $1,000+ ",5,< $25,"""50 - 249""","Industrial Area Mohali,",None,https://clutch.co/profile/ommzi-solutions,http://www.ommzi.com,info@ommzi.com,"
+91.172.462.6046 "
The App Developers," $50,000+ ",None,$100 - $149,"""10 - 49""","Bedford,",None,https://clutch.co/profile/app-developers,https://www.the-app-developers.co.uk/,hello@the-app-developers.co.uk,"
+44.1234.834822 "
MERCHLAR," $5,000+ ",None,$100 - $149,"""2 - 9""","Montreal,",None,https://clutch.co/profile/merchlar,http://www.merchlar.com,contact@merchlar.com,"
15144197364 "
[x]cube LABS ," $1,000+ ",None,$25 - $49,"""50 - 249""","Dallas,",TX,https://clutch.co/profile/xcube-labs,http://www.xcubelabs.com,connect@xcubelabs.com,"
800.805.5783 "
Pegasus InfoCorp, Undisclosed,None,None,"""50 - 249""","Mumbai ,",None,https://clutch.co/profile/pegasus-infocorp,http://www.pegasusinfocorp.com,info@pegasusinfocorp.com,"
+91-22-32961777,+91-22-65286140 "
Vectorform, Undisclosed,None,$200 - $300,"""50 - 249""","Royal Oak,",MI,https://clutch.co/profile/vectorform,http://www.vectorform.com/,Info@vectorform.com,"
248.777.7777 "
One Team US LLC," $5,000+ ",None,$50 - $99,"""50 - 249""","Troy,",MI,https://clutch.co/profile/one-team-us,https://oneteam.us,hello@oneteam.us,"
248-250-9200 "
Digital Expression," $5,000+ ",None,$25 - $49,"""2 - 9""","Bucharest,",None,https://clutch.co/profile/digital-expression,http://digitalexpression.ro/,info@digitalexpression.ro,"
40.723.749.265 "
Ubisoft," $10,000+ ",None,$100 - $149,"""10,000+""","Belgrade,",None,https://clutch.co/profile/ubisoft,https://www.ubisoft.com/en-US/company/overview.aspx,,"
 "
The Mill," $10,000+ ",None,$150 - $199,"""1,000 - 9,999""","London,",None,https://clutch.co/profile/mill,http://www.themill.com/,anniea@themill.com,"
+44 20 7287 4041 "
Digital Domain," $10,000+ ",None,$100 - $149,"""1,000 - 9,999""","Los Angeles,",CA,https://clutch.co/profile/digital-domain,http://www.digitaldomain.com/,featuresinfo@d2.com,"
310.314.2800 "
Lenze," $10,000+ ",None,$100 - $149,"""1,000 - 9,999""","Jelgava,",None,https://clutch.co/profile/lenze,https://www.lenze.com/en-lv/,info@Lenze.lv,"
+371.630.23388 "
The App Geeks," $5,000+ ",None,$50 - $99,"""2 - 9""","London,",None,https://clutch.co/profile/app-geeks,http://www.theappgeeks.co.uk/,info@theappgeeks.co.uk,"
+44 203 322 5900 "
CGTrader," $10,000+ ",None,$100 - $149,"""50 - 249""","Vilnius,",None,https://clutch.co/profile/cgtrader,https://www.cgtrader.com/,sale@cgtrader.com,"
+370 616.145.16 "
