Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone
New Line Technologies," $5,000+ ",4.9,$25 - $49,"""50 - 249""","Kharkiv,",None,https://clutch.co/profile/new-line-technologies,http://newline.tech,sales@newline.tech,"
+38 094 978 12 15 "
MentorMate," $50,000+ ",4.7,$50 - $99,"""250 - 999""","Minneapolis,",MN,https://clutch.co/profile/mentormate,https://mentormate.com/?utm_source=clutch.co&utm_medium=platinum-sponsor&utm_campaign=clutch&utm_content=company-profile,accelerate@mentormate.com,"
877.959.2390 "
Cygnet Infotech ," $100,000+ ",4.9,$50 - $99,"""250 - 999""","Ahmedabad,",None,https://clutch.co/profile/cygnet-infotech,https://www.cygnet-infotech.com/,inquiry@cygnetinfotech.com,"
+91-79-67124000 "
DevRain Solutions," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Kyiv,",None,https://clutch.co/profile/devrain-solutions,http://devrain.com,info@devrain.com,"
+38 (063) 26-55-367 "
Softwire," $50,000+ ",4.8,$300+,"""50 - 249""","London,",None,https://clutch.co/profile/softwire,http://www.softwire.com/,info@softwire.com,"
+44 020 7485 7500 "
Nevron Software," $5,000+ ",4.8,$50 - $99,"""10 - 49""","Sofia,",None,https://clutch.co/profile/nevron-software,http://www.nevron.com,email@nevron.com,"
359.2.422.4020 "
UKAD," $5,000+ ",4.6,$25 - $49,"""50 - 249""","Sheffield,",None,https://clutch.co/profile/ukad,https://www.ukad-group.com/?utm_source=clutch&utm_medium=referral,hi@ukad-group.com,"
+441143607578 "
Vimanet," $25,000+ ",4.9,$25 - $49,"""10 - 49""","Krakow,",None,https://clutch.co/profile/vimanet,http://vimanet.com/,sales@vimanet.com,"
+48 664 385 621 "
Exoft ," $10,000+ ",4.9,$25 - $49,"""10 - 49""","L'viv,",None,https://clutch.co/profile/exoft,http://www.exoft.net/,contactus@exoft.net,"
+38 (095) 004-01-10 "
RAI TECHINTRO PVT. LTD.," $5,000+ ",5,$25 - $49,"""10 - 49""","Bangalore,",None,https://clutch.co/profile/rai-techintro,http://www.raitechintro.com/,sales@raitechintro.com,"
9448408016 "
Belitsoft, Undisclosed,5,$25 - $49,"""50 - 249""","Minsk,",None,https://clutch.co/profile/belitsoft,https://belitsoft.com,vtursin@belitsoft.com,"
+375 (25) 694-36-77 "
Exadel," $100,000+ ",4.9,$25 - $49,"""250 - 999""","Walnut Creek,",CA,https://clutch.co/profile/exadel,https://www.exadel.com/,info@exadel.com,"
1866-297-3860 "
Primtek," $5,000+ ",5,$100 - $149,"""2 - 9""","Denham Springs,",LA,https://clutch.co/profile/primtek,http://www.primtek.net,info@primtek.net,"
1-225-304-0614 "
Leale Solutions," $5,000+ ",5,$25 - $49,"""10 - 49""","Boca Raton,",FL,https://clutch.co/profile/leale-solutions,http://lealesolutions.com/,steven.bowman@lealesolutions.com,"
561.600.0470 "
Oxagile ," $50,000+ ",4.4,$50 - $99,"""50 - 249""","New York,",NY,https://clutch.co/profile/oxagile,https://www.oxagile.com/,info@oxagile.com,"
855.466.9244 "
Engage Software, Undisclosed,5,$100 - $149,"""10 - 49""","St. Louis,",MO,https://clutch.co/profile/engage-software,http://www.engagesoftware.com/,dnnexperts@engagesoftware.cexp,"
314.966.4000 "
Chicago Software Solutions," $10,000+ ",5,$100 - $149,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/chicago-software-solutions,https://chicagoit.com,info@chicagoit.com,"
312-245-1400 "
Lvivity," $5,000+ ",4.5,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/lvivity,https://lvivity.com/,sales@lvivity.com,"
+380950040047 "
InToSoft," $5,000+ ",4.8,$25 - $49,"""50 - 249""","Kaatsheuvel,",None,https://clutch.co/profile/intosoft,http://www.intosoft.nl/,vadim.konovalov@intosoft.nl,"
+31 (0) 416 277 709 "
Bitbean.com," $25,000+ ",5,$150 - $199,"""50 - 249""","Lakewood,",NJ,https://clutch.co/profile/bitbean,http://bitbean.com,info@bitbean.com,"
732-806-1125 "
Classic Informatics Pvt. Ltd.," $10,000+ ",4.9,$25 - $49,"""50 - 249""","New Delhi,",None,https://clutch.co/profile/classic-informatics,http://www.classicinformatics.com,info@classicinformatics.com,"
+91-11-29532493 "
VTS Software," $10,000+ ",4.9,$50 - $99,"""10 - 49""","Manchester,",None,https://clutch.co/profile/vts-software,https://www.vtssoftware.com,enquiries@vtssoftware.com,"
+44 161 408 1887 "
Emergent Software," $5,000+ ",4.8,$100 - $149,"""10 - 49""","Minneapolis,",MN,https://clutch.co/profile/emergent-software,https://www.emergentsoftware.net,info@emergentsoftware.net,"
 "
"INVID, LLC"," $25,000+ ",4.8,$50 - $99,"""10 - 49""","San Juan,",PR,https://clutch.co/profile/invid,http://invidgroup.com,sales@invidgroup.com,"
800-730-3458 "
Inwedo, Undisclosed,4.3,$25 - $49,"""10 - 49""","Lodz,",None,https://clutch.co/profile/inwedo,http://inwedo.com/,hello@inwedo.com,"
+48 42 634 00 96 "
Velocity Partners, Undisclosed,4.7,$25 - $49,"""250 - 999""","Seattle,",WA,https://clutch.co/profile/velocity-partners,http://www.velocitypartners.net/,info@velocitypartners.net,"
425.454.2686 "
"Gavant Software, Inc."," $25,000+ ",5,$100 - $149,"""10 - 49""","Troy,",NY,https://clutch.co/profile/gavant-software,http://www.gavant.com,sales@gavant.com,"
+1.518.273.2880 "
Sigma Software," $10,000+ ",4.5,$25 - $49,"""250 - 999""","Kharkiv,",None,https://clutch.co/profile/sigma-software,https://sigma.software/#utm_source=clutch.co,info@sigma.software,"
+380 (57) 7660159 "
Zealous System," $5,000+ ",4.8,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/zealous-system,https://www.zealousys.com/?utm_source=Clutch&utm_medium=listing,info@zealousys.com,"
+91 9925016519 "
Trust Sourcing, Undisclosed,4.8,$50 - $99,"""50 - 249""","Kiev,",None,https://clutch.co/profile/trust-sourcing,http://trustsourcing.com/,elena.buzovska@trustsourcing.com,"
+38 050 265 71 60 "
Launch Deck," $10,000+ ",4.7,$25 - $49,"""50 - 249""","Iowa City,",IA,https://clutch.co/profile/launch-deck,http://www.launchdeck.org,team@launchdeck.org,"
319.400.9929 "
SimbirSoft," $25,000+ ",4.9,$50 - $99,"""250 - 999""","Lexington,",None,https://clutch.co/profile/simbirsoft,https://www.simbirsoft.com/?utm_source=clutch,request@simbirsoft.com,"
+1 617 982 1723 "
inVeritaSoft," $25,000+ ",4.6,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/inveritasoft,http://inveritasoft.com,contactus@inveritasoft.com,"
(929) 999 1232 "
Essential Designs," $10,000+ ",5,$50 - $99,"""10 - 49""","Vancouver,",None,https://clutch.co/profile/essential-designs,https://www.essentialdesigns.net,info@essentialdesigns.net,"
604-568-7800 "
SolbegSoft, Undisclosed,4.5,$25 - $49,"""50 - 249""","Minsk,",None,https://clutch.co/profile/solbegsoft,http://solbeg.com,business@solbeg.com,"
+375291765234 "
SvitSoft," $1,000+ ",5,< $25,"""50 - 249""","Kyiv,",None,https://clutch.co/profile/svitsoft,http://dev.svitsoft.com/en/,svitsoft@svitsoft.com,"
+38 044 459 27 87 "
lilcodelab," $5,000+ ",5,$50 - $99,"""2 - 9""","Split,",None,https://clutch.co/profile/lilcodelab,http://lilcodelab.com/,code@lilcodelab.com,"
+385 91 5790 119 "
Forbytes," $50,000+ ",4.9,$25 - $49,"""10 - 49""","Helsinborg, E-commerce Park,",None,https://clutch.co/profile/forbytes,https://forbytes.com/,contact@forbytes.com,"
+46 (0) 73 612 22 79 "
Flexsin Inc.," $10,000+ ",4.5,$25 - $49,"""250 - 999""","Dallas,",TX,https://clutch.co/profile/flexsin,http://www.flexsin.com/,info@flexsin.com,"
+1-469-305-9770 "
DOOR3," $25,000+ ",4.6,None,"""50 - 249""","New York,",NY,https://clutch.co/profile/door3,http://www.door3.com,projects@door3.com,"
646-351-0012 "
Arcadia," $50,000+ ",4.6,$25 - $49,"""250 - 999""","Saint-Petersburg,",None,https://clutch.co/profile/arcadia,http://softwarecountry.com/,info@softwarecountry.com,"
+7 812 610 5955 "
CodeProud," $5,000+ ",5,$50 - $99,"""10 - 49""","Warszawa,",None,https://clutch.co/profile/codeproud,http://www.codeproud.com,info@codeproud.com,"
+48.22.308.0.999 "
Inceptive Technologies," $5,000+ ",4.8,< $25,"""10 - 49""","Pune,",None,https://clutch.co/profile/inceptive-technologies,http://www.inceptivetechnologies.com,vijay@inceptivetechnologies.com,"
+1 561 283 4455 "
JMMJ," $5,000+ ",4.8,$50 - $99,"""10 - 49""","Warsaw,",None,https://clutch.co/profile/jmmj,http://jmmj.software,hello@jmmj.software,"
+48 502 174 157 "
SoftElegance," $10,000+ ",4.7,$25 - $49,"""10 - 49""","Kyiv,",None,https://clutch.co/profile/softelegance,http://www.softelegance.com,vvargola@softelegance.com,"
+380503735650 "
In'saneLab," $5,000+ ",5,$50 - $99,"""10 - 49""","Bethlehem ,",PA,https://clutch.co/profile/insanelab,http://insanelab.com,contact@insanelab.com,"
+1 (215) 422 3697 "
Spiralogics," $10,000+ ",5,$100 - $149,"""10 - 49""","Atlanta,",GA,https://clutch.co/profile/spiralogics,http://www.spiralogics.com,sales@spiralogics.com,"
770.209.9596 "
DevCom," $5,000+ ",4.9,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/devcom,http://devcom.com,sales@devcom.com,"
+380 322 444077 "
Practia," $5,000+ ",4.8,$50 - $99,"""50 - 249""","Montevideo,",None,https://clutch.co/profile/practia,http://www.practiaconsulting.com,contacto_uruguay@practia.global,"
+59829290315 "
Code Runners," $25,000+ ",4.8,$50 - $99,"""10 - 49""","Sofia,",None,https://clutch.co/profile/code-runners,http://www.code-runners.com,sales@code-runners.com,"
 "
CMARIX," $5,000+ ",4.8,< $25,"""50 - 249""","Gujarat,",None,https://clutch.co/profile/cmarix,https://www.cmarix.com/,biz@cmarix.com,"
 "
toughlex," $1,000+ ",4.5,$25 - $49,"""10 - 49""","Kaunas,",None,https://clutch.co/profile/toughlex,https://www.toughlex.com/,contact@toughlex.com,"
+370 695 64085 "
OCSICO, Undisclosed,4.5,$25 - $49,"""50 - 249""","Minsk,",None,https://clutch.co/profile/ocsico,https://www.ocsico.com,contact@ocsico.com,"
+375 17 290 8639 "
Honeycomb Software," $10,000+ ",4.7,< $25,"""10 - 49""",None,None,https://clutch.co/profile/honeycomb-software,http://www.honeycombsoft.com/,info@honeycombsoft.com,"
+380503759418 "
MaxSoft," $5,000+ ",5,< $25,"""10 - 49""","Sofia,",None,https://clutch.co/profile/maxsoft,http://maxsoft.bg/en,office@maxsoft.bg,"
 "
DevBatch," $25,000+ ",5,$50 - $99,"""50 - 249""","Lahore,",None,https://clutch.co/profile/devbatch,https://www.devbatch.com/,hello@devbatch.com,"
+92 423 591 1327 "
ITCube Solutions Pvt. Ltd.," $25,000+ ",4.8,$25 - $49,"""250 - 999""","Cincinnati,",OH,https://clutch.co/profile/itcube-solutions,http://www.itcube.net,inquiry@itcube.net,"
+1-800-558-8709 "
evozon, Undisclosed,4.7,$25 - $49,"""250 - 999""","Transylvania,",None,https://clutch.co/profile/evozon,http://www.evozon.com,samuel.andras@evozon.com,"
+ 40 364 101204 "
Venture Aviator," $25,000+ ",4.9,$50 - $99,"""10 - 49""","New York,",NY,https://clutch.co/profile/venture-aviator,http://www.ventureaviator.com,info@ventureaviator.com,"
212.913.9746 "
Itera, Undisclosed,4.5,$50 - $99,"""250 - 999""","Oslo,",None,https://clutch.co/profile/itera,http://www.itera.no/,anastasiya.pozynich@itera.no,"
+47 23 00 76 50 "
"CMS Website Services, LLC"," $10,000+ ",4.9,$50 - $99,"""10 - 49""","Raleigh,",NC,https://clutch.co/profile/cms-website-services,https://www.cmswebsiteservices.com/,info@cmswebsiteservices.com,"
800-796-2735 "
Gecko Dynamics," $10,000+ ",4.9,$25 - $49,"""10 - 49""","Cracow,",None,https://clutch.co/profile/gecko-dynamics,http://geckodynamics.com/,hello@geckodynamics.com,"
+48 660 766 911 "
Bright Interactive," $50,000+ ",4.8,$100 - $149,"""10 - 49""","East Sussex,",None,https://clutch.co/profile/bright-interactive,http://www.bright-interactive.com/,info@bright-interactive.com,"
+44 12 7392 3150 "
Synergo Group, Undisclosed,4.8,$25 - $49,"""10 - 49""","Toronto,",None,https://clutch.co/profile/synergo-group,http://synergogroup.net/,info@synergogroup.net,"
+1 (647) 560-4412 "
DevUp Labs," $5,000+ ",4.7,$25 - $49,"""10 - 49""","Kiev,",None,https://clutch.co/profile/devup-labs,http://devup-labs.com/,daniel@devup-labs.com,"
 "
FreezePro Software, Undisclosed,4.8,$25 - $49,"""10 - 49""","Lviv,",None,https://clutch.co/profile/freezepro-software,http://freezeprosoftware.com,sales@freezeprosoftware.com,"
+380673534869 "
Angry Nerds, Undisclosed,4.9,$25 - $49,"""10 - 49""","Wroclaw,",None,https://clutch.co/profile/angry-nerds,https://angrynerds.pl/,hello@angrynerds.pl,"
+48 603 151 333 "
Codaxy," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Banja Luka,",None,https://clutch.co/profile/codaxy,https://www.codaxy.com/,office@codaxy.com,"
+387 51 922-710 "
Net Solutions ," $10,000+ ",4.8,$25 - $49,"""50 - 249""","Chandigarh,",None,https://clutch.co/profile/net-solutions,http://www.netsolutions.com/clutch,info@netsolutions.com,"
+91 (172) 431-5000 "
Unicreo," $10,000+ ",4.5,$25 - $49,"""10 - 49""","Dnipro,",None,https://clutch.co/profile/unicreo,http://www.unicreo.com,aj@unicreo.com,"
+38 (050) 609 04 39 "
Equaleyes Solutions Ltd. ," $10,000+ ",4.9,$50 - $99,"""10 - 49""","London,",None,https://clutch.co/profile/equaleyes-solutions,https://equaleyes.com/?c1,letsgo@equaleyes.com,"
+44 20 812 314 37 "
3ort Inenjering," $5,000+ ",5,< $25,"""2 - 9""","Belgrade,",None,https://clutch.co/profile/3ort-in%C5%BEenjering,http://www.3ort.com,office@3ort.com,"
+381112494715 "
"Artifex Technology Consulting, Inc."," $10,000+ ",5,$100 - $149,"""10 - 49""","Lincoln,",RI,https://clutch.co/profile/artifex-technology-consulting,http://www.artifextech.com,Info@artifextech.com,"
401-723-6644 "
8th Light," $10,000+ ",4.5,$150 - $199,"""50 - 249""","Chicago,",IL,https://clutch.co/profile/8th-light,https://8thlight.com/,info@8thlight.com,"
877.407.4154 "
YouTeam," $5,000+ ",4.9,$25 - $49,"""10 - 49""","London,",None,https://clutch.co/profile/youteam,http://www.youteam.co.uk/,a@youteam.co.uk,"
+44 020 3858687878 "
IT Link Solutions," $1,000+ ",4.7,< $25,"""2 - 9""","Corona,",CA,https://clutch.co/profile/it-link-solutions,http://www.itlinksolutions.com,info@itlinksolutions.com,"
714.343.4280 "
ConvergeSol," $1,000+ ",4.8,$25 - $49,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/convergesol,http://www.convergesolution.com,info@convergesolution.com,"
+91.82389.90929 "
Toptal," $25,000+ ",4.6,$100 - $149,"""1,000 - 9,999""","San Francisco,",CA,https://clutch.co/profile/toptal,https://www.toptal.com/,,"
888.604.3188 "
Clarion Technologies," $25,000+ ",4.7,$25 - $49,"""250 - 999""","Pune,",None,https://clutch.co/profile/clarion-technologies,http://www.clariontech.com,info@clariontech.com,"
800.902.6361 "
Miritec, Undisclosed,4.8,None,"""50 - 249""","Kiev,",None,https://clutch.co/profile/miritec,http://www.miritec.com/,sales@miritec.com,"
+1-516-321-1711 "
Flexaspect," $5,000+ ",4.9,$25 - $49,"""10 - 49""","Bellevue,",WA,https://clutch.co/profile/flexaspect,https://www.flexaspect.com/?utm_source=clutch&utm_medium=referral,hi@flexaspect.com,"
+1-425-247-0867  "
FreshCode," $10,000+ ",4.9,$25 - $49,"""50 - 249""","Zaporizhzhya,",None,https://clutch.co/profile/freshcode,https://freshcodeit.com,alex@freshcodeit.com,"
+380 96 588 02 89 "
ACAP , Undisclosed,4.3,$50 - $99,"""10 - 49""","Fort Lauderdale,",FL,https://clutch.co/profile/acap,http://acapglobal.com,info@acapglobal.com,"
954.376.7672 "
Volare Systems," $25,000+ ",4.5,$100 - $149,"""2 - 9""","Highlands Ranch,",CO,https://clutch.co/profile/volare-systems,https://volaresystems.com,sales@volaresystems.com,"
303.532.5838  "
LLC Hello World! Technologies (HWdTech LLC)," $5,000+ ",5,$25 - $49,"""10 - 49""","Omsk,",None,https://clutch.co/profile/hello-world-technologies-hwdtech,http://hwdtech.com,contacts@hwdtech.ru,"
+7 913 150 22 04 "
QNIUM," $1,000+ ",5,$50 - $99,"""10 - 49""","Moscow,",None,https://clutch.co/profile/qnium,http://qnium.com,office@qnium.com,"
+7 495 988 07 64 "
Abto Software, Undisclosed,4.3,$25 - $49,"""250 - 999""","Lviv,",None,https://clutch.co/profile/abto-software,http://www.abtosoftware.com/,office@abtosoftware.com,"
+38.097.952.1622 "
Specific-Group Software Solutions," $25,000+ ",4.8,$25 - $49,"""50 - 249""","Miami,",FL,https://clutch.co/profile/specific-group-software-solutions,https://www.specific-group.com,office@specific-group.com,"
786-916-2452 "
Zfort Group," $1,000+ ",5,$25 - $49,"""50 - 249""","Kharkiv,",None,https://clutch.co/profile/zfort-group,https://www.zfort.com/?utm_source=clutch,contact@zfort.com,"
+38 093 391 91 91 "
Digiteum," $10,000+ ",4.9,$25 - $49,"""10 - 49""","Minsk,",None,https://clutch.co/profile/digiteum,http://www.digiteum.com,hello@digiteum.com,"
 "
Cleverlance Enterprise Solutions a.s.," $25,000+ ",4.3,$100 - $149,"""250 - 999""","Redwood City,",CA,https://clutch.co/profile/cleverlance-enterprise-solutions,http://www.cleverlance.com,mobile@cleverlance.com,"
+420777929409 "
Cortlex," $10,000+ ",4.8,$25 - $49,"""10 - 49""","Minsk,",None,https://clutch.co/profile/cortlex,http://cortlex.com/,info@cortlex.com,"
+375297781555 "
CoreBuild, Undisclosed,4.3,$25 - $49,"""10 - 49""","Cluj-Napoca,",None,https://clutch.co/profile/corebuild,http://www.corebuild.eu,office@corebuild.eu,"
+40742162724 "
Binariks," $10,000+ ",4.9,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/binariks,http://binariks.com,sales@binariks.com,"
+1-415-655-1084 "
Code Precision, Undisclosed,5,None,"""10 - 49""","Tel Aviv,",None,https://clutch.co/profile/code-precision,http://codeprecision.com,codeprecision@gmail.com,"
972.54.3594162 "
Arkano Software," $25,000+ ",4.5,$25 - $49,"""50 - 249""","Montevideo,",None,https://clutch.co/profile/arkano-software,https://www.arkanosoft.com/,comercial@arkanosoft.com,"
(+598) 2 484 6189 "
Sembit ," $5,000+ ",4.8,$100 - $149,"""10 - 49""","Portland,",OR,https://clutch.co/profile/sembit,http://www.sembit.com,clutch@sembit.com,"
(503) 828-9428 "
it-solve," $5,000+ ",4.5,$25 - $49,"""10 - 49""","Czestochowa,",None,https://clutch.co/profile/it-solve,http://www.it-solve.pl,zlecenia@it-solve.pl,"
+48889132992 "
ByteAnt," $10,000+ ",5,$25 - $49,"""10 - 49""","Lviv,",None,https://clutch.co/profile/byteant,http://www.byteant.com/,info@byteant.com,"
+38-095-361-1802 "
ArtBrains Software, Undisclosed,4,$25 - $49,"""10 - 49""","Lviv,",None,https://clutch.co/profile/artbrains-software,http://www.artbrains-software.com,ceo@artbrains-software.com,"
+380950040047 "
Uniwebb Software," $25,000+ ",5,$100 - $149,"""10 - 49""","Elk Grove,",CA,https://clutch.co/profile/uniwebb-software,http://www.uniwebb.com,support@uniwebb.com,"
916-239.6037 "
Future Expert," $1,000+ ",4.8,< $25,"""2 - 9""","Ahmedabad,",None,https://clutch.co/profile/future-expert,http://www.FutureExpert.com,info@futureexpert.com,"
+91 7600010002 "
ONLINICO," $5,000+ ",5,$50 - $99,"""10 - 49""","Marietta,",GA,https://clutch.co/profile/onlinico,https://www.onlini.co/,hello@onlini.co,"
+1 (404) 465-3506 "
"Vizual Technologies, Inc."," $1,000+ ",5,$25 - $49,"""10 - 49""","Aventura,",FL,https://clutch.co/profile/vizual-technologies,https://vizualtech.com,info@vizualtech.com,"
1.305.767.2174 "
UPlanet Inc ," $10,000+ ",5,$25 - $49,"""50 - 249""","Parker ,",CO,https://clutch.co/profile/uplanet,https://uplanet.biz/,sergii@uplanet.biz,"
+17209519470 "
DINO - Tech Solutions," $1,000+ ",4.8,$100 - $149,"""2 - 9""","Toronto,",None,https://clutch.co/profile/dino-tech-solutions,http://devdino.com,info@devdino.com,"
+1-647-234-6805 "
JMR Technologies," $5,000+ ",4.6,$25 - $49,"""10 - 49""","Warsaw,",None,https://clutch.co/profile/jmr-technologies,http://www.jmr.pl/en/,contact@jmr.pl,"
+48 22 415 55 80 "
Techstern Solutions," $5,000+ ",4.5,< $25,"""10 - 49""","Ranchi,",None,https://clutch.co/profile/techstern-solutions,http://techstern.com/,info@techstern.com,"
7762924123 "
Brainence," $1,000+ ",5,< $25,"""10 - 49""","Lviv,",None,https://clutch.co/profile/brainence,http://brainence.com,sales@brainence.com,"
+38 (096) 437 5079 "
AppsVolt," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Sacramento,",CA,https://clutch.co/profile/appsvolt,http://www.appsvolt.com,sales@appsvolt.com,"
(916) 469-5672 "
TeshCorp, Undisclosed,4.5,$150 - $199,"""2 - 9""","Spring Valley,",NY,https://clutch.co/profile/teshcorp,http://www.teshcorp.com,eliaso@teshcorp.com,"
866.515.8374 "
Everlabs," $5,000+ ",5,$25 - $49,"""10 - 49""","Cherkasy,",None,https://clutch.co/profile/everlabs,https://everlabs.com,oleg@everlabs.com,"
+380674453282 "
E2logy," $5,000+ ",5,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/e2logy,http://e2logy.com,sales@e2logy.com,"
91.79.2676.2385 "
Open Solutions," $1,000+ ",5,$25 - $49,"""50 - 249""","Penza,",None,https://clutch.co/profile/open-solutions,http://osinit.com,sales@osinit.com,"
+7 (841) 2-200-604 "
Lionwood.software, Undisclosed,5,$25 - $49,"""10 - 49""","Lviv,",None,https://clutch.co/profile/lionwoodsoftware,https://lionwood.software/,sales@lionwood.software,"
+380630616869 "
Accedia," $1,000+ ",4.3,$50 - $99,"""50 - 249""","Sofia,",None,https://clutch.co/profile/accedia,https://accedia.com/,office@accedia.com,"
+359.2.444.2003 "
