Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone
GenovaWebArt," $5,000+ ",5,$50 - $99,"""10 - 49""","Zaporizhia,",None,https://clutch.co/profile/genovawebart,https://genovawebart.com/,info@genovawebart.com,"
+380996707548 "
MageComp," $1,000+ ",5,< $25,"""10 - 49""","Bhavnagar,",None,https://clutch.co/profile/magecomp,https://magecomp.com,support@magecomp.com,"
+91.9998495133 "
Bluespark, Undisclosed,4.8,$150 - $199,"""10 - 49""","Raleigh,",NC,https://clutch.co/profile/bluespark,http://www.bluespark.com,info@bluespark.com,"
 "
X-Coding IT Studio," $10,000+ ",4.7,$25 - $49,"""10 - 49""","Wrocaw,",None,https://clutch.co/profile/x-coding-it-studio,http://xcitstudio.com/,sales@xcitstudio.com,"
(+48) 665 442 665 "
MageWorx ," $10,000+ ",5,$50 - $99,"""10 - 49""","Minneapolis,",MN,https://clutch.co/profile/mageworx,https://www.mageworx.com/,support@mageworx.com,"
 "
Scand," $1,000+ ",4.8,$25 - $49,"""250 - 999""","Minsk,",None,https://clutch.co/profile/scand,https://scand.com,sales@scand.com,"
 "
HUEMOR," $25,000+ ",4.9,$100 - $149,"""10 - 49""","New York,",NY,https://clutch.co/profile/huemor,http://huemor.rocks/?utm_source=clutch&utm_medium=directory&utm_campaign=clutchlisting,sayhi@huemor.rocks,"
(631) 393-6116 "
Mirumee, Undisclosed,4.7,$50 - $99,"""10 - 49""","Wrocaw,",None,https://clutch.co/profile/mirumee,https://mirumee.com,hello@mirumee.com,"
 "
Web Crayons Biz," $1,000+ ",5,< $25,"""50 - 249""","Rewari Near Gurgaon,",None,https://clutch.co/profile/web-crayons-biz,http://www.webcrayons.biz,sales@webcrayons.biz,"
+91-8470026258 "
metajive," $100,000+ ",4.8,$150 - $199,"""10 - 49""","Carlsbad,",CA,https://clutch.co/profile/metajive,http://www.metajive.com,hello@metajive.com,"
760-274-6882 "
Biztech Consulting & Solutions," $5,000+ ",4.8,$25 - $49,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/biztech-consulting-solutions,https://www.biztechcs.com/,sales@biztechcs.com,"
+91 91067 47559 "
ClawRock," $5,000+ ",4.7,$25 - $49,"""10 - 49""","Wrocaw,",None,https://clutch.co/profile/clawrock,http://clawrock.com,office@clawrock.com,"
+48 537 123 547 "
Dynamic Dreamz," $1,000+ ",5,< $25,"""50 - 249""","Surat,",None,https://clutch.co/profile/dynamic-dreamz,http://www.dynamicdreamz.com/,bdm@dynamicdreamz.com,"
91.93.2764.2007 "
Kadro," $25,000+ ",4.8,$150 - $199,"""10 - 49""","Raleigh,",NC,https://clutch.co/profile/kadro,http://www.kadro.com,sales@kadro.com,"
877.435.3453 "
TatvaSoft," $10,000+ ",4.6,< $25,"""250 - 999""","Ahmedabad,",None,https://clutch.co/profile/tatvasoft,http://www.tatvasoft.com,info@tatvasoft.com,"
+91.960.142.1472 "
Waynet, Undisclosed,5,$25 - $49,"""10 - 49""","Cracow,",None,https://clutch.co/profile/waynet,http://waynet.co,contact@waynet.co,"
+48 790 703 709 "
NextBits, Undisclosed,5,$25 - $49,"""10 - 49""","North Attleborough,",MA,https://clutch.co/profile/nextbits,http://www.nextbitsgroup.com/,sales@nextbitsgroup.com,"
+1 (917) 727-8682 "
aheadWorks, Undisclosed,5,None,"""50 - 249""","Minsk,",None,https://clutch.co/profile/aheadworks,http://aheadworks.com/,pr@aheadworks.com,"
646.480.0154 "
Ciklum," $10,000+ ",5,$25 - $49,"""1,000 - 9,999""","Kyiv,",None,https://clutch.co/profile/ciklum,https://www.ciklum.com/,ciklum@ciklum.com,"
38.044.545.7745 "
Onilab, Undisclosed,5,$25 - $49,"""10 - 49""","Minsk,",None,https://clutch.co/profile/onilab,http://onilab.com/,talkto@onilab.com,"
+1.650.488.7907 "
OrbitLift," $10,000+ ",4.8,$50 - $99,"""10 - 49""","Palo Alto,",CA,https://clutch.co/profile/orbitlift,https://orbitlift.com,info@orbitlift.com,"
+1.800.826.80.31 "
Aurora Creation," $5,000+ ",5,$50 - $99,"""10 - 49""","Bialystok,",None,https://clutch.co/profile/aurora-creation,http://auroracreation.com/,hello@auroracreation.com,"
48.857.336.614 "
Quartsoft," $5,000+ ",4.8,$25 - $49,"""50 - 249""","Kramatorsk,",None,https://clutch.co/profile/quartsoft,http://quartsoft.com/,info@quartsoft.com,"
+380.892.500225 "
Hatimeria," $5,000+ ",4.8,$50 - $99,"""10 - 49""","Krakw,",None,https://clutch.co/profile/hatimeria,http://www.hatimeria.com,thomas.tanner@hatimeria.com,"
+48.126.337.149 "
Kiwee," $10,000+ ",4.8,$50 - $99,"""10 - 49""","Wrocaw,",None,https://clutch.co/profile/kiwee,http://kiwee.eu,hi@kiwee.eu,"
+48 885 782 640 "
Zaproo," $10,000+ ",5,$25 - $49,"""10 - 49""","Tallinn,",None,https://clutch.co/profile/zaproo,http://www.zaproo.com,zaproo@zaproo.com,"
+372.656.0066 "
Eventige Media Group," $10,000+ ",5,$150 - $199,"""10 - 49""","New York City,",NY,https://clutch.co/profile/eventige-media-group,https://Eventige.com,info@eventige.com,"
646.571.2054 "
Ahy Consulting," $10,000+ ",4.3,$50 - $99,"""10 - 49""","Mumbai,",None,https://clutch.co/profile/ahy-consulting,https://www.ahyconsulting.com,harpreet@ahyconsulting.com,"
 "
MG2 Media Inc.," $10,000+ ",4.8,$50 - $99,"""10 - 49""","Montreal,",None,https://clutch.co/profile/mg2-media,https://www.mg2media.com/en/,info@mg2media.com,"
514.439.6237 "
Gorilla Logic," $100,000+ ",4.9,$50 - $99,"""250 - 999""","Boulder,",CO,https://clutch.co/profile/gorilla-logic,http://gorillalogic.com?utm_campaign=Clutch&utm_source=clutch.co&utm_medium=referral,chris.johnson@gorillalogic.com,"
303-974-7088 "
Endertech," $10,000+ ",5,$100 - $149,"""10 - 49""","Torrance,",CA,https://clutch.co/profile/endertech,https://www.endertech.com,info@endertech.com,"
(310) 400-0800 "
OpsWay, Undisclosed,4.5,$50 - $99,"""50 - 249""","Wroclaw,",None,https://clutch.co/profile/opsway,http://opsway.com,start@opsway.com,"
 "
Pixel Productions Inc.," $1,000+ ",5,$50 - $99,"""2 - 9""","Medford,",OR,https://clutch.co/profile/pixel-productions,https://www.pixelproductionsinc.com/,info@pixelproductionsinc.com,"
541.773.3351 "
"Prodigia Consultores, S.L."," $5,000+ ",4.5,$25 - $49,"""10 - 49""","Mlaga,",None,https://clutch.co/profile/prodigia-consultores-sl,https://www.prodigia.com,info@prodigia.com,"
 "
Planet Argon," $50,000+ ",4.9,$150 - $199,"""10 - 49""","Portland,",OR,https://clutch.co/profile/planet-argon,https://www.planetargon.com,clutch@planetargon.com,"
+ 1 503 847 9214 "
Orases," $50,000+ ",5,$150 - $199,"""10 - 49""","Frederick,",MD,https://clutch.co/profile/orases,https://www.orases.com,nick@orases.com,"
301.694.8991 "
Sun Dew Solutions Pvt. Ltd.," $5,000+ ",4.9,$25 - $49,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/sun-dew-solutions,http://www.sundewsolutions.com,support@sundewsolutions.com,"
+1-917-460-2892 "
Vinsol," $10,000+ ",4.5,$50 - $99,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/vinsol,http://vinsol.com/,info@vinsol.com,"
(415) 680 3362 "
Spiral Scout," $10,000+ ",4.9,$50 - $99,"""10 - 49""","San Francisco,",CA,https://clutch.co/profile/spiral-scout,https://spiralscout.com/,john@spiralscout.com,"
 "
SNOWDOG," $50,000+ ",4.8,$100 - $149,"""50 - 249""","Poznan,",None,https://clutch.co/profile/snowdog,https://snow.dog,hello@snow.dog,"
+48.61.660.4606 "
evozon, Undisclosed,4.7,$25 - $49,"""250 - 999""","Transylvania,",None,https://clutch.co/profile/evozon,http://www.evozon.com,samuel.andras@evozon.com,"
+ 40 364 101204 "
Women's Marketing, Undisclosed,5,None,"""50 - 249""","Westport,",CT,https://clutch.co/profile/womens-marketing,http://www.womensmarketing.com/,,"
+1.203.256.0880 "
Magently, Undisclosed,4.5,$50 - $99,"""10 - 49""","Wrocaw,",None,https://clutch.co/profile/magently,http://www.magently.com,hello@magently.com,"
 "
Sphinx Solution, Undisclosed,4.5,$25 - $49,"""50 - 249""","Pune,",None,https://clutch.co/profile/sphinx-solution,http://www.sphinx-solution.com,anand@sphinx-solution.com,"
+91.20 26434646 "
Forbytes," $50,000+ ",4.9,$25 - $49,"""10 - 49""","Helsinborg, E-commerce Park,",None,https://clutch.co/profile/forbytes,https://forbytes.com/,contact@forbytes.com,"
+46 (0) 73 612 22 79 "
MakeBeCool," $5,000+ ",5,$25 - $49,"""10 - 49""","Mariupol,",None,https://clutch.co/profile/makebecool,https://en.makebecool.com,hello@makebecool.com,"
+38 (098) 209 8237 "
Specbee Consulting Services," $10,000+ ",4.5,None,"""50 - 249""","Bangalore,",None,https://clutch.co/profile/specbee-consulting-services,https://www.specbee.com,info@specbee.com,"
+919972400977 "
Danco Vision," $1,000+ ",5,$25 - $49,"""50 - 249""",None,None,https://clutch.co/profile/danco-vision,http://www.dancovision.com,mark@dancovision.com,"
+40 31 101 5827 "
CTI Digital," $10,000+ ",4,$100 - $149,"""50 - 249""","Manchester,",None,https://clutch.co/profile/cti-digital,http://www.ctidigital.com/,hello@ctidigital.com,"
+44 84 5620 0014 "
Polcode," $10,000+ ",5,$50 - $99,"""50 - 249""","Warsaw,",None,https://clutch.co/profile/polcode,https://polcode.com/,sales@polcode.com,"
+48 22 188 15 06 "
Lapits Technologies," $5,000+ ",5,$25 - $49,"""10 - 49""","Noida,",None,https://clutch.co/profile/lapits-technologies,https://lapits.com,sales@lapits.com,"
+91 1204537153 "
Dizzain," $10,000+ ",5,$50 - $99,"""10 - 49""","Brooklyn, New York,",NY,https://clutch.co/profile/dizzain,https://www.dizzain.com/,sales@dizzain.com,"
914.368.5231 "
West Agile Labs, Undisclosed,4.8,$50 - $99,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/west-agile-labs,http://westagilelabs.com/,hello@westagilelabs.com,"
(415) 766-9378 "
Zealous System," $5,000+ ",4.8,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/zealous-system,https://www.zealousys.com/?utm_source=Clutch&utm_medium=listing,info@zealousys.com,"
+91 9925016519 "
Casperon Technologies Private Ltd," $10,000+ ",4.5,$25 - $49,"""50 - 249""","Chennai,",None,https://clutch.co/profile/casperon-technologies-private,http://www.casperon.com,testerdevs@gmail.com,"
9894110087 "
Aeolidia," $10,000+ ",4.8,$150 - $199,"""10 - 49""","Seattle,",WA,https://clutch.co/profile/aeolidia,http://aeolidia.com/,hello@aeolidia.com,"
(209) 690-7584 "
The Taproom Agency," $5,000+ ",5,$100 - $149,"""2 - 9""","Atlanta,",GA,https://clutch.co/profile/taproom-agency,https://thetaproom.com/,hello@thetaproom.com,"
+1.404.369.8785 "
Xeno Media," $10,000+ ",5,$100 - $149,"""10 - 49""","Oakbrook Terrace,",IL,https://clutch.co/profile/xeno-media,http://www.xenomedia.com,sales@xenomedia.com,"
(630) 599-1550 "
Q-Solutions Studio, Undisclosed,4.7,None,"""10 - 49""","Pozna,",None,https://clutch.co/profile/q-solutions-studio,http://www.qsolutionsstudio.com,office@qsolutionsstudio.com,"
+48 881790334 "
Forte Group," $25,000+ ",5,$50 - $99,"""250 - 999""","Chicago,",IL,https://clutch.co/profile/forte-group,http://fortegrp.com,contact@fortegrp.com,"
+1.312.757.49.44 "
I-PhoneAppDeveloper," $5,000+ ",5,$25 - $49,"""50 - 249""","Farmington Hills,",MI,https://clutch.co/profile/i-phoneappdeveloper,http://www.i-phoneappdeveloper.com/,info@i-phoneappdeveloper.com,"
+1 (248) 403-1926 "
