Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone
KitelyTech," $10,000+ ",4.9,None,"""50 - 249""","Chicago,",IL,https://clutch.co/profile/kitelytech,https://kitelytech.com,info@kitelytech.com,"
3312409155 "
Intersog," $1,000+ ",4.5,$50 - $99,"""50 - 249""","Chicago,",IL,https://clutch.co/profile/intersog,http://www.intersog.com,contact@intersog.com,"
773.305.0885 "
Innovify," $25,000+ ",4.7,$25 - $49,"""50 - 249""","London,",None,https://clutch.co/profile/innovify,http://innovify.com/?utm_source=clutch&utm_medium=clutch_sponsor&utm_campaign=clutch,bdm@innovify.com,"
+44 2035 145388 "
NMG Technologies," $5,000+ ",4.9,$25 - $49,"""10 - 49""","New Delhi,",None,https://clutch.co/profile/nmg-technologies,https://nmgtechnologies.com/custom-software-development2/?utm_source=Referrer&utm_medium=Clutch&utm_campaign=Custom%20Software%20Development,accelerate@nmgtechnologies.com,"
+1-702-329-5652 "
ARKA Softwares," $1,000+ ",4.8,< $25,"""50 - 249""","Dallas,",TX,https://clutch.co/profile/arka-softwares,https://www.arkasoftwares.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=clutch,sales@arkasoftwares.com,"
+1 214 329 1556 "
Apptension," $10,000+ ",4.3,$25 - $49,"""10 - 49""","Pozna,",None,https://clutch.co/profile/apptension,https://apptension.com/clutch,office@apptension.com,"
+48 533 352 052 "
Merixstudio," $10,000+ ",4.6,$25 - $49,"""50 - 249""","Pozna,",None,https://clutch.co/profile/merixstudio,http://www.merixstudio.com,k.kaniuk@merixstudio.com,"
+48 570 001 928 "
Orases," $50,000+ ",5,$150 - $199,"""10 - 49""","Frederick,",MD,https://clutch.co/profile/orases,https://www.orases.com,nick@orases.com,"
301.694.8991 "
Spire Digital, Undisclosed,4.9,$150 - $199,"""50 - 249""","Denver,",CO,https://clutch.co/profile/spire-digital,http://www.spiredigital.com,info@spiredigital.com,"
303-620-9974 "
ELEKS," $50,000+ ",4.8,$25 - $49,"""1,000 - 9,999""","Lviv,",None,https://clutch.co/profile/eleks,https://eleks.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=Clutch-developers,hello@eleks.com,"
+1 (702) 978-7116 "
Trigent," $10,000+ ",4.7,$25 - $49,"""250 - 999""","Southborough,",MA,https://clutch.co/profile/trigent,http://www.trigent.com/?Source=Clutch,sales-c@trigent.com,"
+1.508.779.6743 "
Fingent Corp," $25,000+ ",4.9,$25 - $49,"""50 - 249""","White Plains,",NY,https://clutch.co/profile/fingent-corp,https://www.fingent.com/enterprise-software-developers?utm_source=Clutch&utm_medium=GoldSponsorship&utm_campaign=website,info@fingent.com,"
914. 615.9170 "
Atomic Object, Undisclosed,4.9,None,"""50 - 249""","Grand Rapids,",MI,https://clutch.co/profile/atomic-object,https://atomicobject.com/,contact@atomicobject.com,"
616.776.6020 "
10Pearls, Undisclosed,4.9,None,"""250 - 999""","Vienna,",VA,https://clutch.co/profile/10pearls,http://www.10pearls.com,info@10pearls.com,"
(703) 935-1919 "
Table XI," $75,000+ ",4.9,$150 - $199,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/table-xi,http://tablexi.com?utm_source=Clutch&utm_content=Profile&utm_medium=Button&utm_campaign=Directories,sales@tablexi.com,"
1.312.450.6320 "
iTechArt Group, Undisclosed,4.9,$25 - $49,"""1,000 - 9,999""","New York,",NY,https://clutch.co/profile/itechart-group,http://www.itechart.com,hello@itechart-group.com,"
718.374.5043 "
PSL Corp.," $75,000+ ",4.8,$25 - $49,"""250 - 999""","Medelln,",None,https://clutch.co/profile/psl-corp,http://www.pslcorp.com,info@pslcorp.com,"
866.867.9116 "
AltexSoft," $25,000+ ",4.9,$50 - $99,"""50 - 249""","Kharkiv,",None,https://clutch.co/profile/altexsoft,http://www.altexsoft.com/,sales@altexsoft.com,"
+1 877.777.9097 "
AgileEngine," $50,000+ ",4.9,None,"""50 - 249""","McLean,",VA,https://clutch.co/profile/agileengine,http://agileengine.com/,info@agileengine.com,"
703-546-4247 "
Tivix," $100,000+ ",4.9,$100 - $149,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/tivix,http://www.tivix.com/,connect@tivix.com,"
415.680.1299  "
STX Next," $5,000+ ",4.8,$25 - $49,"""250 - 999""","Pozna,",None,https://clutch.co/profile/stx-next,https://stxnext.com,clutch@stxnext.com,"
+48 512 914 236 "
DevMynd," $100,000+ ",4.9,$150 - $199,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/devmynd,http://www.devmynd.com/,hello@devmynd.com,"
773.492.0209 "
Gorilla Logic," $100,000+ ",4.9,$50 - $99,"""250 - 999""","Boulder,",CO,https://clutch.co/profile/gorilla-logic,http://gorillalogic.com?utm_campaign=Clutch&utm_source=clutch.co&utm_medium=referral,chris.johnson@gorillalogic.com,"
303-974-7088 "
INOXOFT," $25,000+ ",5,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/inoxoft,https://inoxoft.com/,contact@inoxoft.com,"
+380 63 836 54 71 "
LOVATA," $5,000+ ",4.8,$50 - $99,"""10 - 49""","Minsk,",None,https://clutch.co/profile/lovata,https://lovata.com,clutch@lovata.com,"
+1.929.274.0048 "
Icreon," $50,000+ ",4.9,$150 - $199,"""50 - 249""","New York,",NY,https://clutch.co/profile/icreon,http://www.icreon.us/?utm_source=clutch,consulting@icreon.com,"
212-706-6021 "
Qulix Systems," $10,000+ ",4.8,$25 - $49,"""250 - 999""","Minsk,",None,https://clutch.co/profile/qulix-systems,http://www.qulix.com/,request@qulix.com,"
+375 17 306 3868 "
Digiryte," $10,000+ ",4.9,$25 - $49,"""50 - 249""","Manchester,",None,https://clutch.co/profile/digiryte,https://digiryte.com,hello@digiryte.com,"
0161 706 7983 "
SoftwareMill," $10,000+ ",4.9,$50 - $99,"""10 - 49""","Warsaw,",None,https://clutch.co/profile/softwaremill,http://www.softwaremill.com,hello@softwaremill.com,"
 "
Wizeline," $25,000+ ",4.7,$50 - $99,"""250 - 999""","San Francisco,",CA,https://clutch.co/profile/wizeline,http://www.wizeline.com,sales@wizeline.com,"
(415) 373-6365 "
MentorMate," $50,000+ ",4.7,$50 - $99,"""250 - 999""","Minneapolis,",MN,https://clutch.co/profile/mentormate,https://mentormate.com/?utm_source=clutch.co&utm_medium=gold-sponsor&utm_campaign=clutch&utm_content=software-category,accelerate@mentormate.com,"
877.959.2390 "
Django Stars," $25,000+ ",4.8,$50 - $99,"""50 - 249""","Kiev,",None,https://clutch.co/profile/django-stars,http://djangostars.com/#hello-clutch,info@djangostars.com,"
+1 650 741 0045 "
SimbirSoft," $25,000+ ",4.9,$50 - $99,"""250 - 999""","Lexington,",None,https://clutch.co/profile/simbirsoft,https://www.simbirsoft.com/?utm_source=clutch,request@simbirsoft.com,"
+1 617 982 1723 "
Intellias," $50,000+ ",4.9,$25 - $49,"""1,000 - 9,999""","Lviv,",None,https://clutch.co/profile/intellias,http://www.intellias.com/?utm_campaign=Clutch&utm_source=ClutchProfile&utm_medium=clutch,info@intellias.com,"
+ 38 (032) 290-36-90 "
Brainvire Infotech Inc," $25,000+ ",4.8,$25 - $49,"""250 - 999""","South Jordan,",None,https://clutch.co/profile/brainvire-infotech,https://www.brainvire.com,info@brainvire.com,"
+1-631-897-7276 "
Artelogic," $10,000+ ",5,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/artelogic,https://artelogic.net,hello@artelogic.net,"
+38 067 200 75 14 "
Netguru," $10,000+ ",4.8,$50 - $99,"""250 - 999""","Poznan,",None,https://clutch.co/profile/netguru,https://www.netguru.co/,clutch@netguru.co,"
+44 2038 713 389 "
Sombra," $10,000+ ",5,< $25,"""50 - 249""","Lviv,",None,https://clutch.co/profile/sombra,https://goo.gl/hnMofm,sales@sombrainc.com,"
+380322538076 "
u2i," $10,000+ ",4.8,$50 - $99,"""50 - 249""","Red Hook,",NY,https://clutch.co/profile/u2i,http://u2i.com,sales@u2i.com,"
 "
UNITY Group," $25,000+ ",4.5,$50 - $99,"""50 - 249""","Wroclaw,",None,https://clutch.co/profile/unity-group,http://en.unity.pl,sales@unity.pl,"
+48 71 35 84 100 "
Intuz," $10,000+ ",4.6,$25 - $49,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/intuz,https://www.intuz.com,getstarted@intuz.com,"
+1 650.451.1499 "
Zibtek, Undisclosed,4.8,$25 - $49,"""50 - 249""","Draper,",UT,https://clutch.co/profile/zibtek,https://www.zibtek.com/,hello@zibtek.com,"
801-895-2894 "
Infopulse ," $10,000+ ",4.6,$25 - $49,"""1,000 - 9,999""","Kyiv,",None,https://clutch.co/profile/infopulse,http://www.infopulse.com,marketing@infopulse.com,"
+380 44 585 25 00 "
ScienceSoft, Undisclosed,4.8,$25 - $49,"""250 - 999""","McKinney,",TX,https://clutch.co/profile/sciencesoft,https://www.scnsoft.com/,contact@scnsoft.com,"
214.306.6837 "
Diceus," $10,000+ ",4.8,$25 - $49,"""50 - 249""","Kyiv,",None,https://clutch.co/profile/diceus,http://diceus.com/,info@diceus.com,"
+380963664726 "
Arbisoft," $10,000+ ",4.9,$50 - $99,"""250 - 999""","Mckinney,",TX,https://clutch.co/profile/arbisoft,https://arbisoft.com/contact/?utm_source=clutch&utm_medium=clutch_sponsor&utm_campaign=Arbi-Clutch-Sponsor,contact@arbisoft.com,"
+1 (469) 215 2958 "
Daffodil Software," $10,000+ ",4.8,< $25,"""250 - 999""","Gurgaon,",None,https://clutch.co/profile/daffodil-software,https://insights.daffodilsw.com/mobile-application-development-company?utm_source=clutch&utm_campaign=clutch,reach@daffodilsw.com,"
+91 124 663 0100 "
N-iX," $50,000+ ",4.8,$25 - $49,"""250 - 999""","Lviv,",None,https://clutch.co/profile/n-ix,https://n-ix.com/dedicated-development-team/,contact@n-ix.com,"
+38 0322 295 767 "
RubyGarage, Undisclosed,4.8,$25 - $49,"""50 - 249""","Dnipro,",None,https://clutch.co/profile/rubygarage,https://rubygarage.org/,info@rubygarage.org,"
+38 (096) 932-63-60 "
BJSS," $50,000+ ",4.8,$200 - $300,"""250 - 999""","Leeds,",None,https://clutch.co/profile/bjss,http://www.bjss.com/,info@bjss.com,"
+44 11 3297 9797 "
DeSmart," $10,000+ ",4.8,$50 - $99,"""10 - 49""","Gdynia,",None,https://clutch.co/profile/desmart,https://desmart.com/,hello@desmart.com,"
+48 588 810 530 "
Elinext," $5,000+ ",5,$25 - $49,"""50 - 249""","New York,",NY,https://clutch.co/profile/elinext,https://www.elinext.com/,info@elinext.com,"
+1 (516) 393 5818 "
Artezio, Undisclosed,4.8,$25 - $49,"""250 - 999""","Princeton,",NJ,https://clutch.co/profile/artezio,https://www.artezio.com/,sales@artezio.com,"
+1(212)220-16-41 "
AppIt Ventures," $25,000+ ",5,$100 - $149,"""10 - 49""","Denver,",CO,https://clutch.co/profile/appit-ventures,https://appitventures.com,founders@appitventures.com,"
303-284-0249 "
"Cabot Technology Solutions, Inc"," $10,000+ ",4.8,$25 - $49,"""50 - 249""","Highland Heights,",OH,https://clutch.co/profile/cabot-technology-solutions,http://www.cabotsolutions.com/?utm_source=clutchco&utm_medium=clutch_profile&utm_term=clutch&utm_content=companyprofileurl&utm_campaign=clutch_sponsored%20,info@cabotsolutions.com,"
216 704 8767 "
PromptWorks," $10,000+ ",4.9,$150 - $199,"""10 - 49""","Philadelphia,",PA,https://clutch.co/profile/promptworks,https://www.promptworks.com/,hello@promptworks.com,"
888.915.7768 "
Ciklum," $10,000+ ",5,$25 - $49,"""1,000 - 9,999""","Kyiv,",None,https://clutch.co/profile/ciklum,https://www.ciklum.com/,ciklum@ciklum.com,"
38.044.545.7745 "
"Chetu, Inc."," $10,000+ ",5,None,"""1,000 - 9,999""","Plantation ,",FL,https://clutch.co/profile/chetu,http://www.chetu.com,sales@chetu.com,"
9543425676 "
"INVID, LLC"," $25,000+ ",4.8,$50 - $99,"""10 - 49""","San Juan,",PR,https://clutch.co/profile/invid,http://invidgroup.com,sales@invidgroup.com,"
800-730-3458 "
Appster," $25,000+ ",4.8,$50 - $99,"""250 - 999""","San Francisco,",CA,https://clutch.co/profile/appster,http://AppsterHQ.com,Clutch-Enquiries@appsterhq.com,"
844.277.7837 "
KindGeek," $5,000+ ",4.8,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/kindgeek,http://kindgeek.com,yuriy.gnatyuk@kindgeek.com,"
+380974652244 "
DOOR3," $25,000+ ",4.6,None,"""50 - 249""","New York,",NY,https://clutch.co/profile/door3,http://www.door3.com,projects@door3.com,"
646-351-0012 "
Eureka Software, Undisclosed,4.8,$150 - $199,"""10 - 49""","Austin,",TX,https://clutch.co/profile/eureka-software,http://eurekasoft.com/,website.sales@eurekasoft.com,"
512-459-9292 "
Archer Software," $10,000+ ",5,$25 - $49,"""50 - 249""","New York,",NY,https://clutch.co/profile/archer-software,https://goo.gl/AoeFs7,info@archer-soft.com,"
+1 609 228 5787 "
Scand," $1,000+ ",4.8,$25 - $49,"""250 - 999""","Minsk,",None,https://clutch.co/profile/scand,https://scand.com,sales@scand.com,"
 "
352 Inc.," $75,000+ ",5,$150 - $199,"""50 - 249""","Atlanta,",GA,https://clutch.co/profile/352,https://www.352inc.com/,hello@352inc.com,"
877.352.6334 "
DA-14 SOFTWARE DEVELOPMENT," $25,000+ ",4.9,$25 - $49,"""10 - 49""","Kharkiv,",None,https://clutch.co/profile/da-14-software-development,https://da-14.com/,sales@da-14.com,"
+38 (095) 187 43 50 "
Rozdoum," $10,000+ ",4.9,$25 - $49,"""250 - 999""","Kharkiv,",None,https://clutch.co/profile/rozdoum,https://rozdoum.com,quote@rozdoum.com,"
+1 315 707 7517 "
NaNLABS," $10,000+ ",5,$50 - $99,"""10 - 49""","La Plata,",None,https://clutch.co/profile/nanlabs,http://www.nan-labs.com,ask@nan-labs.com,"
+54 9 221 563 7438 "
Visuality," $25,000+ ",5,$50 - $99,"""10 - 49""","Warsaw,",None,https://clutch.co/profile/visuality,http://www.visuality.pl/,contact@visuality.pl,"
+48 22 307 1205 "
Waverley Software," $50,000+ ",4.9,$25 - $49,"""50 - 249""","Palo Alto,",CA,https://clutch.co/profile/waverley-software,https://waverleysoftware.com/,info@waverleysoftware.com,"
+1 (650) 238-9205 "
10Clouds," $10,000+ ",4.8,$50 - $99,"""50 - 249""","Warsaw,",None,https://clutch.co/profile/10clouds,https://10clouds.com,hello@10clouds.com,"
+48 575 909 903 "
BairesDev, Undisclosed,4.7,$25 - $49,"""250 - 999""","Buenos Aires,",None,https://clutch.co/profile/bairesdev,http://www.bairesdev.com/,sales@bairesdev.com,"
 "
Geeks ," $25,000+ ",4.7,$200 - $300,"""50 - 249""","London,",None,https://clutch.co/profile/geeks,https://www.geeks.ltd.uk/,hello@geeks.ltd.uk,"
+44 0845 643 6229 "
Binary Studio, Undisclosed,4.8,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/binary-studio,https://binary-studio.com/,welcome@binary-studio.com,"
+3 803 223 164 54 "
WEBCASE," $5,000+ ",4.9,$25 - $49,"""10 - 49""","Berdyansk,",None,https://clutch.co/profile/webcase,http://webcase.studio,pm@webcase.com.ua,"
380672246022 "
BGO Software," $5,000+ ",4.6,$25 - $49,"""50 - 249""","Sofia,",None,https://clutch.co/profile/bgo-software,https://www.bgosoftware.com,nina.alexander@bgosoftware.com,"
+359-884-678-299 "
First Line Software, Undisclosed,5,None,"""250 - 999""","Cambridge,",MA,https://clutch.co/profile/first-line-software,https://firstlinesoftware.com/,sales@firstlinesoftware.com,"
(877)737-7178 "
evozon, Undisclosed,4.7,$25 - $49,"""250 - 999""","Transylvania,",None,https://clutch.co/profile/evozon,http://www.evozon.com,samuel.andras@evozon.com,"
+ 40 364 101204 "
Moove-it," $10,000+ ",4.9,$50 - $99,"""50 - 249""","Austin,",TX,https://clutch.co/profile/moove-it,http://www.moove-it.com,hello@moove-it.com,"
(512) 949-8991 "
Monterail," $10,000+ ",4.8,$50 - $99,"""50 - 249""","Wroclaw,",None,https://clutch.co/profile/monterail,http://www.monterail.com/?utm_campaign=Clutch&utm_medium=CTA&utm_source=clutch,hello@monterail.com,"
+48 533 600 136 "
BrightStarr," $10,000+ ",5,$150 - $199,"""50 - 249""","New York,",NY,https://clutch.co/profile/brightstarr,http://www.brightstarr.com,info@brightstarr.com,"
888.777.6850 "
ITRex Group," $10,000+ ",4.8,$25 - $49,"""50 - 249""","Minsk,",None,https://clutch.co/profile/itrex-group,http://itrexgroup.com,hello@itrexgroup.com,"
+375296492496 "
Eight Bit Studios," $25,000+ ",4.9,$150 - $199,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/eight-bit-studios,http://eightbitstudios.com,info@eightbitstudios.com,"
312.281.8823 "
Portland Webworks, Undisclosed,5,$100 - $149,"""10 - 49""","Portland,",ME,https://clutch.co/profile/portland-webworks,http://www.portlandwebworks.com/,info@portlandwebworks.com,"
207.773.6600 "
Upnetix JSC," $10,000+ ",4.9,$50 - $99,"""50 - 249""","Sofia,",None,https://clutch.co/profile/upnetix-jsc,http://upnetix.com,bizdev@upnetix.com,"
 "
Isotoma," $25,000+ ",4.8,$100 - $149,"""10 - 49""","York,",None,https://clutch.co/profile/isotoma,https://www.isotoma.com/,hello@isotoma.com,"
01904 313969 "
Softarex Technologies," $25,000+ ",5,$25 - $49,"""50 - 249""","Minsk,",None,https://clutch.co/profile/softarex-technologies,http://softarex.com/,orders@softarex.com,"
+375 17 393 03 56 "
itexico," $10,000+ ",4.8,$25 - $49,"""50 - 249""","Austin,",TX,https://clutch.co/profile/itexico,http://www.itexico.com,osalas@itexico.net,"
(855) 602-1949 "
Octobot, Undisclosed,4.9,$50 - $99,"""10 - 49""","Montevideo,",None,https://clutch.co/profile/octobot,https://www.octobot.io,hello@octobot.io,"
(+598) 2 406 80 77 "
EL Passion," $5,000+ ",4.7,$50 - $99,"""50 - 249""","Warsaw,",None,https://clutch.co/profile/el-passion,http://www.elpassion.com,hello+clutch@elpassion.com,"
+48 792 541 588 "
Sidebench," $25,000+ ",4.9,$150 - $199,"""10 - 49""","Culver City,",CA,https://clutch.co/profile/sidebench,http://sidebench.com,hello@sidebench.com,"
310.893.3589 "
Gramercy Tech," $5,000+ ",5,$50 - $99,"""10 - 49""","New York,",NY,https://clutch.co/profile/gramercy-tech,http://www.gramercytech.com,hello@gramercytech.com,"
646.918.6340 "
West Agile Labs, Undisclosed,4.8,$50 - $99,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/west-agile-labs,http://westagilelabs.com/,hello@westagilelabs.com,"
(415) 766-9378 "
Vooban," $100,000+ ",5,$100 - $149,"""10 - 49""","Quebec,",None,https://clutch.co/profile/vooban,http://www.vooban.com/en,sales@vooban.com,"
844.800.0027 "
Ideamotive," $10,000+ ",4.9,$50 - $99,"""10 - 49""","Warszawa,",None,https://clutch.co/profile/ideamotive,https://ideamotive.co,hello@ideamotive.co,"
+48 660 111 631 "
QArea," $5,000+ ",4.7,$25 - $49,"""50 - 249""","Kharkov,",None,https://clutch.co/profile/qarea,https://www.qarea.com/,marketing@qarea.us,"
38 057 763 60 24 "
Oxagile ," $50,000+ ",4.4,$50 - $99,"""50 - 249""","New York,",NY,https://clutch.co/profile/oxagile,https://www.oxagile.com/,info@oxagile.com,"
855.466.9244 "
ITA Labs, Undisclosed,5,$25 - $49,"""10 - 49""","Moscow,",None,https://clutch.co/profile/ita-labs,https://www.ita-labs.com/?utm_source=Clutch&utm_medium=BusinessDirectory,clutch@ita-labs.com,"
+74956603960 "
SolutionStream, Undisclosed,4.8,$100 - $149,"""50 - 249""","Lehi,",UT,https://clutch.co/profile/solutionstream,http://www.solutionstream.com,info@solutionstream.com,"
800-314-3451 "
Swiss Commerce," $25,000+ ",5,$150 - $199,"""10 - 49""","Great Neck,",NY,https://clutch.co/profile/swiss-commerce,http://www.scbw.com,info@scbw.com,"
5163680201 "
Bright Interactive," $50,000+ ",4.8,$100 - $149,"""10 - 49""","East Sussex,",None,https://clutch.co/profile/bright-interactive,http://www.bright-interactive.com/,info@bright-interactive.com,"
+44 12 7392 3150 "
Practia," $5,000+ ",4.8,$50 - $99,"""50 - 249""","Montevideo,",None,https://clutch.co/profile/practia,http://www.practiaconsulting.com,contacto_uruguay@practia.global,"
+59829290315 "
SoftServe," $50,000+ ",4.8,$100 - $149,"""1,000 - 9,999""","Austin,",TX,https://clutch.co/profile/softserve,http://www.softserveinc.com/en-us/,info@softserveinc.com,"
+1-512-516-8880 "
Ballard Chalmers Ltd," $25,000+ ",4.8,None,"""10 - 49""","East Grinstead,",None,https://clutch.co/profile/ballard-chalmers,http://www.ballardchalmers.com,enquiries@ballardchalmers.com,"
+44 (0)1342 410223 "
Opus Online," $10,000+ ",4.9,$50 - $99,"""50 - 249""","Tallinn,",None,https://clutch.co/profile/opus-online,https://opusonline.co,hello@opusonline.co,"
+372 682 9670 "
AI Software LLC," $10,000+ ",5,$50 - $99,"""10 - 49""","Troy,",MI,https://clutch.co/profile/ai-software,http://www.aisoftwarellc.com,info@aisoftwarellc.com,"
248-268-2592 "
Spiria," $25,000+ ",4.8,$100 - $149,"""50 - 249""","Montreal,",None,https://clutch.co/profile/spiria,http://www.spiria.com,newproject@spiria.com,"
514-900-5076 "
Bilberrry," $5,000+ ",4.9,$50 - $99,"""10 - 49""","Seattle,",WA,https://clutch.co/profile/bilberrry,http://bilberrry.com,adam@bilberrry.com,"
206-818-7436 "
Skyrise," $50,000+ ",5,None,"""50 - 249""","Katowice,",None,https://clutch.co/profile/skyrise,https://skyrise.tech,jaroslaw.pilarczyk@skyrise.tech,"
+48513128281 "
Maxiom Technology," $25,000+ ",4.5,$100 - $149,"""10 - 49""","Ashburn,",VA,https://clutch.co/profile/maxiom-technology,http://www.maxiomtech.com,admin@maxiomtech.com,"
(703) 942-9420 "
Neoteric," $10,000+ ",4.8,$50 - $99,"""50 - 249""","Gdask,",None,https://clutch.co/profile/neoteric,http://www.neoteric.eu,contact@neoteric.eu,"
 "
SoftTeco," $5,000+ ",4.7,$25 - $49,"""50 - 249""","Minsk,",None,https://clutch.co/profile/softteco,http://www.softteco.com/,info@softteco.com,"
+375 (17) 207-01-40 "
Emergent Software," $5,000+ ",4.8,$100 - $149,"""10 - 49""","Minneapolis,",MN,https://clutch.co/profile/emergent-software,https://www.emergentsoftware.net,info@emergentsoftware.net,"
 "
Existek," $10,000+ ",4.8,$25 - $49,"""50 - 249""","Vinnitsa,",None,https://clutch.co/profile/existek,https://existek.com/?utm_source=clutch&utm_medium=link&utm_content=profile,contact@existek.com,"
+380986800307 "
Flatstack," $25,000+ ",5,$25 - $49,"""50 - 249""","New Orleans,",LA,https://clutch.co/profile/flatstack,http://www.flatstack.com/,contact@flatstack.com,"
888.499.9352 "
INGSOFTWARE," $5,000+ ",4.8,$25 - $49,"""50 - 249""","Nis,",None,https://clutch.co/profile/ingsoftware,http://www.ingsoftware.com/,info@ingsoftware.com,"
+381 600 777 888 "
EffectiveSoft ," $10,000+ ",4.8,$25 - $49,"""50 - 249""","London,",None,https://clutch.co/profile/effectivesoft,https://www.effectivesoft.com,sales@effectivesoft.com,"
+44 2035987458 "
WorkingMouse," $25,000+ ",5,None,"""10 - 49""","Brisbane ,",None,https://clutch.co/profile/workingmouse,http://workingmouse.com.au,info@workingmouse.com.au,"
 "
Codibly," $10,000+ ",4.6,$50 - $99,"""10 - 49""","Krakow,",None,https://clutch.co/profile/codibly,http://www.codibly.com,sales@codibly.com,"
+442038689713 "
Helium," $10,000+ ",5,$100 - $149,"""2 - 9""","Atlanta,",GA,https://clutch.co/profile/helium,http://heliumservices.com/,hello@heliumservices.com,"
(678) 882-5333 "
Ionixx Technologies," $10,000+ ",5,$25 - $49,"""50 - 249""","Chennai,",None,https://clutch.co/profile/ionixx-technologies,http://www.ionixxtech.com,mm@ionixxtech.com,"
+91 7397385403 "
Troy Web Consulting," $25,000+ ",4.7,$100 - $149,"""10 - 49""","Troy,",NY,https://clutch.co/profile/troy-web-consulting,http://www.troyweb.com,sales@troyweb.com,"
518.326.3798 "
Altkom Software & Consulting," $25,000+ ",4.5,$50 - $99,"""50 - 249""","Warsaw,",None,https://clutch.co/profile/altkom-software-consulting,http://asc.altkom.pl/,asc@altkom.pl,"
+48 22 460 99 31 "
Business Logic," $50,000+ ",5,$25 - $49,"""50 - 249""","Zln,",None,https://clutch.co/profile/business-logic,http://www.blogic.cz,sales@blogic.cz,"
00420774498509 "
