Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone
Arck Interactive ," $10,000+ ",4.9,$100 - $149,"""10 - 49""","Portland,",OR,https://clutch.co/profile/arck-interactive,http://www.arckinteractive.com,info@arckinteractive.com,"
312-212-3867 "
Isadora Agency," $25,000+ ",4.6,$100 - $149,"""10 - 49""","Manhattan Beach,",CA,https://clutch.co/profile/isadora-agency,http://www.isadoradigitalagency.com?utm_source=clutch&utm_medium=cpc&utm_campaign=web-developers,hello@isadoradigitalagency.com,"
310.560.4675 "
ElifTech," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Lviv,",None,https://clutch.co/profile/eliftech,http://www.eliftech.com/,info@eliftech.com,"
+1 (302) 543 20 12 "
Amoniac OU," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Tallinn,",None,https://clutch.co/profile/amoniac-ou,https://amoniac.eu,hello@amoniac.eu,"
+372 5770 7573 "
"WillowTree, Inc."," $50,000+ ",4.9,$150 - $199,"""250 - 999""","Charlottesville,",VA,https://clutch.co/profile/willowtree-inc%C2%AE,http://www.willowtreeapps.com,info@willowtreeapps.com,"
888.329.9875 "
"Raizlabs, a Rightpoint company"," $50,000+ ",4.8,$150 - $199,"""250 - 999""","Boston,",MA,https://clutch.co/profile/raizlabs-rightpoint-company,http://www.raizlabs.com,hello@raizlabs.com,"
617.383.9007 "
Merixstudio," $10,000+ ",4.6,$25 - $49,"""50 - 249""","Pozna,",None,https://clutch.co/profile/merixstudio,http://www.merixstudio.com,k.kaniuk@merixstudio.com,"
+48 570 001 928 "
Unleashed Technologies," $25,000+ ",4.9,$100 - $149,"""10 - 49""","Columbia,",MD,https://clutch.co/profile/unleashed-technologies,https://www.unleashed-technologies.com/clutch-global-leader,start@unleashed-technologies.com,"
410.864.8980 "
Fingent Corp," $25,000+ ",4.9,$25 - $49,"""50 - 249""","White Plains,",NY,https://clutch.co/profile/fingent-corp,https://www.fingent.com/web-application-development?utm_source=Clutch&utm_medium=GoldSponsorship&utm_campaign=website,info@fingent.com,"
914. 615.9170 "
Digital Echidna," $10,000+ ",4.7,$100 - $149,"""50 - 249""","London,",None,https://clutch.co/profile/digital-echidna,http://echidna.ca,andrew@echidna.ca,"
519.858.9604 "
ImageX," $10,000+ ",4.9,$50 - $99,"""50 - 249""","Vancouver,",None,https://clutch.co/profile/imagex,https://imagexmedia.com,brent@imagexmedia.com,"
778.785.1547 "
Four Kitchens," $25,000+ ",5,$150 - $199,"""10 - 49""","Austin,",TX,https://clutch.co/profile/four-kitchens,https://www.fourkitchens.com,howdy@fourkitchens.com,"
833-WEB-CHEF "
iTechArt Group, Undisclosed,4.9,$25 - $49,"""1,000 - 9,999""","New York,",NY,https://clutch.co/profile/itechart-group,http://www.itechart.com,hello@itechart-group.com,"
718.374.5043 "
Tivix," $100,000+ ",4.9,$100 - $149,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/tivix,http://www.tivix.com/,,"
415.680.1299 "
MLSDev," $10,000+ ",4.5,$25 - $49,"""50 - 249""","Kyiv,",None,https://clutch.co/profile/mlsdev,https://mlsdev.com/,sales@mlsdev.com,"
+380975058161 "
Railsware," $50,000+ ",4.9,$50 - $99,"""10 - 49""","Krakow,",None,https://clutch.co/profile/railsware,https://railsware.com/,contact@railsware.com,"
646.397.4918 "
Appster," $25,000+ ",4.8,$50 - $99,"""250 - 999""","San Francisco,",CA,https://clutch.co/profile/appster,http://appsterhq.com/?utm_source=clutch.co&utm_medium=webdevpage&utm_campaign=webdevpage,Clutch-Enquiries@appsterhq.com,"
844.277.7837 "
Itransition," $10,000+ ",4.8,$25 - $49,"""1,000 - 9,999""","Lakewood,",CO,https://clutch.co/profile/itransition,https://www.itransition.com/,info@itransition.com,"
+1 720-207-2820 "
Jordan Crown," $10,000+ ",4.9,$100 - $149,"""10 - 49""","Everett,",WA,https://clutch.co/profile/jordan-crown,http://www.jordancrown.com/lp/clutch/?c=cl,joea@jordancrown.com,"
425.268.2718 "
Brainvire Infotech Inc," $25,000+ ",4.8,$25 - $49,"""250 - 999""","South Jordan,",None,https://clutch.co/profile/brainvire-infotech,https://www.brainvire.com,info@brainvire.com,"
+1-631-897-7276 "
Big Drop ," $25,000+ ",4.7,$100 - $149,"""50 - 249""","New York ,",NY,https://clutch.co/profile/big-drop,https://bigdropinc.com/?utm_source=clutch&utm_campaign=web%20development&utm_medium=profile,sayhello@bigdropinc.com,"
212.577.1138 "
Radixweb," $25,000+ ",4.7,$25 - $49,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/radixweb,http://simplified-it-outsourcing.com/?utm_source=clutch&utm_medium=SponsorListing&utm_campaign=clutch,sales@radixweb.com,"
+1.646.801.6885 "
Netguru," $10,000+ ",4.8,$50 - $99,"""250 - 999""","Poznan,",None,https://clutch.co/profile/netguru,https://www.netguru.co/,clutch@netguru.co,"
+44 2038 713 389 "
AndPlus," $50,000+ ",4.9,$150 - $199,"""10 - 49""","Southborough,",MA,https://clutch.co/profile/andplus,https://hubs.ly/H08vCTL0,info@andplus.com,"
508.425.7533 "
Dom & Tom," $50,000+ ",4.8,$150 - $199,"""50 - 249""","New York City,",NY,https://clutch.co/profile/dom-tom,http://domandtom.com,hello@domandtom.com,"
(646) 741-5049 "
Crafton," $5,000+ ",4.9,$25 - $49,"""10 - 49""","Pozna,",None,https://clutch.co/profile/crafton,http://www.crafton.eu/,biuro@crafton.pl,"
00 48 61 624 86 92 "
CodigoDelSur," $10,000+ ",4.8,$50 - $99,"""50 - 249""","Montevideo,",None,https://clutch.co/profile/codigodelsur,http://codigodelsur.com/,namarelle@codigodelsur.com,"
+598 23378873 "
STX Next," $5,000+ ",4.8,$25 - $49,"""250 - 999""","Pozna,",None,https://clutch.co/profile/stx-next,https://stxnext.com,clutch@stxnext.com,"
+48 512 914 236 "
Railwaymen," $10,000+ ",4.9,$50 - $99,"""10 - 49""","Krakow,",None,https://clutch.co/profile/railwaymen,http://railwaymen.org,info@railwaymen.org,"
+48 123450677 "
Urban Insight," $25,000+ ",5,$100 - $149,"""10 - 49""","Los Angeles,",CA,https://clutch.co/profile/urban-insight,https://www.urbaninsight.com/clutch,info@urbaninsight.com,"
213.792.2000 "
Gorilla Logic," $100,000+ ",4.9,$50 - $99,"""250 - 999""","Boulder,",CO,https://clutch.co/profile/gorilla-logic,http://gorillalogic.com?utm_campaign=Clutch&utm_source=clutch.co&utm_medium=referral,chris.johnson@gorillalogic.com,"
303-974-7088 "
Elevated Third, Undisclosed,4.9,$150 - $199,"""10 - 49""","Denver,",CO,https://clutch.co/profile/elevated-third,https://www.elevatedthird.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=profile,harrison@elevatedthird.com,"
(303) 436-9113 "
INOXOFT," $25,000+ ",5,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/inoxoft,https://inoxoft.com/,contact@inoxoft.com,"
+380 63 836 54 71 "
ChopDawg.com," $25,000+ ",4.9,$100 - $149,"""10 - 49""","Philadelphia,",PA,https://clutch.co/profile/chopdawgcom,http://www.ChopDawg.com,Hello@ChopDawg.com,"
(800) 490-1476 "
Hashrocket," $25,000+ ",5,$150 - $199,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/hashrocket,http://hashrocket.com/,info@hashrocket.com,"
1.877.885.8846 "
Hidden Brains InfoTech," $10,000+ ",4.9,$25 - $49,"""250 - 999""","Ahmedabad,",None,https://clutch.co/profile/hidden-brains-infotech,http://www.hiddenbrains.com/mobile-app-development.html,biz@hiddenbrains.com,"
91.98.9802.1433 "
Planet Argon," $50,000+ ",4.9,$150 - $199,"""10 - 49""","Portland,",OR,https://clutch.co/profile/planet-argon,https://www.planetargon.com,clutch@planetargon.com,"
+ 1 503 847 9214 "
Lullabot," $10,000+ ",4.9,$150 - $199,"""50 - 249""","Providence,",RI,https://clutch.co/profile/lullabot,https://www.lullabot.com,info@lullabot.com,"
877.585.5226 "
WDG - Web Development Group," $25,000+ ",4.9,$150 - $199,"""10 - 49""","Arlington ,",VA,https://clutch.co/profile/wdg-web-development-group,http://www.webdevelopmentgroup.com/,hello@wdgdc.com,"
703-652-8438 "
LOVATA," $5,000+ ",4.8,$50 - $99,"""10 - 49""","Minsk,",None,https://clutch.co/profile/lovata,https://lovata.com,clutch@lovata.com,"
+1.929.274.0048 "
Evince Development," $5,000+ ",5,< $25,"""50 - 249""","New York City,",NY,https://clutch.co/profile/evince-development,https://evincedev.com,info@evincedev.com,"
+1 315 715 8494 "
Cheeky Monkey Media Inc., Undisclosed,4.8,$100 - $149,"""10 - 49""","Kelowna,",None,https://clutch.co/profile/cheeky-monkey-media,https://cheekymonkeymedia.ca/,hello@cheekymonkeymedia.ca,"
1-800-818-4564 "
Unified Infotech Inc," $10,000+ ",4.9,$25 - $49,"""50 - 249""","New York,",NY,https://clutch.co/profile/unified-infotech,https://www.unifiedinfotech.net,contacts@unifiedinfotech.net,"
+18008209286 "
Boston Technology Corporation," $50,000+ ",4.9,$50 - $99,"""50 - 249""","Marlborough,",MA,https://clutch.co/profile/boston-technology-corporation,http://www.boston-technology.com/,info@boston-technology.com,"
781.583.1144 "
Polcode," $10,000+ ",5,$50 - $99,"""50 - 249""","Warsaw,",None,https://clutch.co/profile/polcode,https://polcode.com/,sales@polcode.com,"
+48 22 188 15 06 "
DCSL Software," $50,000+ ",4.8,$50 - $99,"""50 - 249""","London,",None,https://clutch.co/profile/dcsl-software,https://www.dcslsoftware.com/,contact@dcslsoftware.com,"
+44 12 5223 5422 "
Modern Tribe ," $100,000+ ",5,$200 - $300,"""50 - 249""","Minneapolis,",MN,https://clutch.co/profile/modern-tribe,https://tri.be/,sales@tri.be,"
612-206-1445 "
Exadel," $100,000+ ",4.9,$25 - $49,"""250 - 999""","Walnut Creek,",CA,https://clutch.co/profile/exadel,https://www.exadel.com/,info@exadel.com,"
1866-297-3860 "
JustCoded," $10,000+ ",4.9,$25 - $49,"""50 - 249""","London,",None,https://clutch.co/profile/justcoded,https://justcoded.com/?utm_source=clutch,hello@justcoded.com,"
+44 20 8012 8484 "
Last Call Media, Undisclosed,4.8,$150 - $199,"""10 - 49""","Northampton,",MA,https://clutch.co/profile/last-call-media,http://lastcallmedia.com,allaboard@lastcallmedia.com,"
888-788-7177 "
The BHW Group," $25,000+ ",5,$50 - $99,"""10 - 49""","Austin,",TX,https://clutch.co/profile/bhw-group,https://thebhwgroup.com,bhwinfo@thebhwgroup.com,"
512.220.0035 "
Rocket Insights," $50,000+ ",4.9,$150 - $199,"""10 - 49""","Newburyport ,",MA,https://clutch.co/profile/rocket-insights,http://www.rocketinsights.com/,aloha@rocketinsights.com,"
(925) 854-1970 "
AltexSoft," $25,000+ ",4.9,$50 - $99,"""50 - 249""","Kharkiv,",None,https://clutch.co/profile/altexsoft,http://www.altexsoft.com/,sales@altexsoft.com,"
+1 877.777.9097 "
QArea," $5,000+ ",4.7,$25 - $49,"""50 - 249""","Kharkov,",None,https://clutch.co/profile/qarea,https://www.qarea.com/,,"
38 057 763 60 24 "
Shakuro," $10,000+ ",4.9,$25 - $49,"""10 - 49""","Newark,",DE,https://clutch.co/profile/shakuro,https://shakuro.com,hello@shakuro.com,"
+1 646 712 9918 "
SimbirSoft," $25,000+ ",4.9,$50 - $99,"""250 - 999""","Lexington,",None,https://clutch.co/profile/simbirsoft,https://www.simbirsoft.com/?utm_source=clutch,request@simbirsoft.com,"
+1 617 982 1723 "
"Onit Digital, Inc."," $75,000+ ",4.6,$100 - $149,"""50 - 249""","New York City,",NY,https://clutch.co/profile/onit-digital,http://www.onitdigital.com?clutch.co,info@onitdigital.com,"
 "
Chromatic," $10,000+ ",4.9,$150 - $199,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/chromatic,https://chromatichq.com,info@chromatichq.com,"
 "
STRV," $100,000+ ",4.8,$100 - $149,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/strv,http://www.strv.com,hello@strv.com,"
 "
Infinum," $10,000+ ",4.8,$100 - $149,"""50 - 249""","New York City,",NY,https://clutch.co/profile/infinum,https://infinum.co/,hello@infinum.co,"
+1 (917) 838-2194 "
Konstant Infosolutions," $5,000+ ",4.7,< $25,"""50 - 249""","Jaipur,",None,https://clutch.co/profile/konstant-infosolutions,https://www.konstantinfo.com/?request-a-quote,sales@konstantinfo.com,"
+1-888-866-0067 "
Cheesecake Labs," $10,000+ ",5,$50 - $99,"""50 - 249""","Florianopolis,",None,https://clutch.co/profile/cheesecake-labs,https://cheesecakelabs.com/?utm_source=clutch&utm_medium=listing&utm_campaign=clutch2017,contact@cheesecakelabs.com,"
+1 415 200-0090 "
SynapseIndia," $5,000+ ",4.9,< $25,"""50 - 249""","Holmdel,",NJ,https://clutch.co/profile/synapseindia,https://www.synapseindia.com/services.php/?utm_source=ProfilePage&utm_medium=VisitWebsite&utm_campaign=Clutch,bdm@synapseindia.com,"
+1-941-527-1257 "
Sloboda Studio," $5,000+ ",4.7,$25 - $49,"""50 - 249""","Kharkiv,",None,https://clutch.co/profile/sloboda-studio,http://sloboda-studio.com/,alex@sloboda-studio.com,"
+380997596995 "
4xxi," $5,000+ ",4.9,$25 - $49,"""50 - 249""","Saint Petersburg,",None,https://clutch.co/profile/4xxi,https://4xxi.com/en?utm_source=clutch&utm_medium=cpc&utm_campaign=clutchsales,clutch@4xxi.com,"
+79046414387 "
Django Stars," $25,000+ ",4.8,$50 - $99,"""50 - 249""","Kiev,",None,https://clutch.co/profile/django-stars,http://djangostars.com/#hello-clutch,info@djangostars.com,"
+1 650 741 0045 "
Bluelupin Technologies," $10,000+ ",4.8,$25 - $49,"""10 - 49""","Noida,",None,https://clutch.co/profile/bluelupin-technologies,http://www.bluelupin.com,sales@bluelupin.com,"
+91 989 924 5495 "
Blue Fountain Media ," $50,000+ ",4.8,$150 - $199,"""50 - 249""","New York,",NY,https://clutch.co/profile/blue-fountain-media,http://www.bluefountainmedia.com/,brianbyer@bluefountainmedia.com,"
+1.646.392.7973 "
End Point," $25,000+ ",4.9,$150 - $199,"""50 - 249""","New York,",NY,https://clutch.co/profile/end-point,http://www.endpoint.com/,sales@endpoint.com,"
212.929.6923 "
ENGAGENCY, Undisclosed,4.8,$150 - $199,"""10 - 49""","Austin,",TX,https://clutch.co/profile/engagency,https://engagency.com/?sc_camp=DE42933876BC467F90DD0AB9325BE0FE,help@engagency.com,"
888.303.7332 "
Human Made," $50,000+ ",5,$150 - $199,"""50 - 249""","New York,",NY,https://clutch.co/profile/human-made,https://humanmade.com,sales@humanmade.com,"
+1 559 547 8668 "
Codal," $10,000+ ",4.9,$100 - $149,"""50 - 249""","Chicago,",IL,https://clutch.co/profile/codal,https://www.codal.com,go@codal.com,"
312-663-8142 "
Monterail," $10,000+ ",4.8,$50 - $99,"""50 - 249""","Wroclaw,",None,https://clutch.co/profile/monterail,http://www.monterail.com/?utm_campaign=Clutch&utm_medium=CTA&utm_source=clutch,hello@monterail.com,"
+48 533 600 136 "
QBurst," $5,000+ ",4.6,$25 - $49,"""1,000 - 9,999""","Trivandrum,",None,https://clutch.co/profile/qburst,http://www.qburst.com/,info@qburst.com,"
91.47.1653.7510 "
DevriX," $25,000+ ",4.8,$50 - $99,"""10 - 49""","Sofia,",None,https://clutch.co/profile/devrix,https://devrix.com/,contact@devrix.com,"
+359 89 853 2461 "
Artelogic," $10,000+ ",5,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/artelogic,https://artelogic.net,hello@artelogic.net,"
+38 067 200 75 14 "
Fayrix," $5,000+ ",4.9,< $25,"""1,000 - 9,999""","Pitu'akh,",None,https://clutch.co/profile/fayrix,http://www.fayrix.com/?utm_source=clutch,info@fayrix.com,"
+972 (9) 374-01-80 "
Epsilon ," $10,000+ ",5,$150 - $199,"""1,000 - 9,999""","San Francisco,",CA,https://clutch.co/profile/epsilon,http://www.epsilon.com,chanson@epsilon.com,"
415.367.6700 "
Sombra," $10,000+ ",5,< $25,"""50 - 249""","Lviv,",None,https://clutch.co/profile/sombra,https://goo.gl/hnMofm,sales@sombrainc.com,"
+380322538076 "
Ruckus," $25,000+ ",5,$150 - $199,"""10 - 49""","New York,",NY,https://clutch.co/profile/ruckus,http://www.ruckusmarketing.com/?utm_source=Clutch.co&utm_medium=Directory&utm_term=Clutch.co&utm_content=Clutch.co&utm_campaign=Clutch.co,contact@ruckusco.com,"
646.832.4603 "
Espeo Software," $10,000+ ",4.7,$50 - $99,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/espeo-software,https://espeo.eu/software-development-company/,clutch@espeo.eu,"
317.371.1848 "
UkrInSofT," $5,000+ ",4.9,< $25,"""50 - 249""","Lviv,",None,https://clutch.co/profile/ukrinsoft,https://ukrinsoft.com/,mfrasolyak@ukrinsoft.com,"
 "
Infopulse ," $10,000+ ",4.6,$25 - $49,"""1,000 - 9,999""","Kyiv,",None,https://clutch.co/profile/infopulse,http://www.infopulse.com,marketing@infopulse.com,"
+380 44 585 25 00 "
DockYard," $100,000+ ",5,$150 - $199,"""50 - 249""","Hingham,",MA,https://clutch.co/profile/dockyard,https://dockyard.com/,hello@dockyard.com,"
855.362.5973 "
Diceus," $10,000+ ",4.8,$25 - $49,"""50 - 249""","Kyiv,",None,https://clutch.co/profile/diceus,http://diceus.com/,info@diceus.com,"
+380963664726 "
WebDevStudios," $5,000+ ",5,None,"""10 - 49""","Philadelphia,",PA,https://clutch.co/profile/webdevstudios,http://www.webdevstudios.com,sales@webdevstudios.com,"
1-855-932-3380 "
Scopic Software," $5,000+ ",5,$25 - $49,"""50 - 249""","Rutland ,",MA,https://clutch.co/profile/scopic-software,https://scopicsoftware.com,sales@scopicsoftware.com,"
(855) 717-5586 "
Palantir.net," $10,000+ ",4.7,$150 - $199,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/palantirnet,http://www.palantir.net/,info@palantir.net,"
773.645.4100 "
Soshace," $10,000+ ",4.9,$25 - $49,"""10 - 49""","Saint-Petersburg,",None,https://clutch.co/profile/soshace,http://soshace.com/,sales@soshace.com,"
 "
Flexsin Inc.," $10,000+ ",4.5,$25 - $49,"""250 - 999""","Dallas,",TX,https://clutch.co/profile/flexsin,http://www.flexsin.com/,info@flexsin.com,"
+1-469-305-9770 "
Zoocha Ltd," $50,000+ ",4.8,$100 - $149,"""10 - 49""","Hertford,",None,https://clutch.co/profile/zoocha,https://www.zoocha.com/,info@zoocha.com,"
+44.1992.256700 "
Ready4S," $10,000+ ",4.9,$25 - $49,"""10 - 49""","Cracow,",None,https://clutch.co/profile/ready4s,http://www.ready4s.com?utm_source=Clutch&utm_medium=link-web,apps@ready4s.com,"
+48 12 307 15 14 "
Myplanet," $25,000+ ",4.8,$100 - $149,"""50 - 249""","Toronto,",None,https://clutch.co/profile/myplanet,http://hubs.ly/H021qf40,hello@myplanet.com,"
1-866-232-7456 "
Promet Source," $10,000+ ",5,$100 - $149,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/promet-source,https://www.prometsource.com/,,"
773.525.8255 "
ZaraffaSoft," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Dublin,",None,https://clutch.co/profile/zaraffasoft,https://www.zaraffasoft.com,hi@zaraffasoft.com,"
 "
TechMagic," $25,000+ ",4.7,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/techmagic,https://www.techmagic.co,hello@techmagic.co,"
+38 093 134 7264 "
IdeaWork Studios, Undisclosed,4.8,$200 - $300,"""10 - 49""","New York City,",NY,https://clutch.co/profile/ideawork-studios,http://www.ideawork.com,david@ideawork.com,"
212.792.0291 "
DevCom," $5,000+ ",4.9,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/devcom,http://devcom.com,sales@devcom.com,"
+380 322 444077 "
RubyGarage, Undisclosed,4.8,$25 - $49,"""50 - 249""","Dnipro,",None,https://clutch.co/profile/rubygarage,https://rubygarage.org/,info@rubygarage.org,"
+38 (096) 932-63-60 "
Caktus Group, Undisclosed,5,$150 - $199,"""10 - 49""","Durham,",NC,https://clutch.co/profile/caktus-group,http://www.caktusgroup.com/,solutions@caktusgroup.com,"
919.951.0052 "
Lunar Logic," $5,000+ ",4.8,$50 - $99,"""10 - 49""","Krakow,",None,https://clutch.co/profile/lunar-logic,http://www.lunarlogic.io,contact@lunarlogic.io,"
+48 12 430 22 88 "
Umbrella IT," $25,000+ ",5,$25 - $49,"""50 - 249""","Taganrog ,",None,https://clutch.co/profile/umbrella-it,http://UmbrellaIT.com,hello-clutch@umbrellait.com,"
 "
Moove Agency, Undisclosed,5,$100 - $149,"""10 - 49""","London,",None,https://clutch.co/profile/moove-agency,http://www.mooveagency.com/,info@mooveagency.com,"
+44 20 3372 5696 "
Sunscrapers ," $10,000+ ",4.9,$25 - $49,"""10 - 49""","Warsaw,",None,https://clutch.co/profile/sunscrapers,http://sunscrapers.com/?utm_source=clutch&utm_medium=main-profile,hello@sunscrapers.com,"
 "
Praxent," $25,000+ ",4.8,$150 - $199,"""10 - 49""","Austin,",TX,https://clutch.co/profile/praxent,https://praxent.com/,info@praxent.com,"
+1.512.553.6830 "
Bluespark, Undisclosed,4.8,$150 - $199,"""10 - 49""","Raleigh,",NC,https://clutch.co/profile/bluespark,http://www.bluespark.com,info@bluespark.com,"
 "
Serfe," $10,000+ ",4.8,$25 - $49,"""10 - 49""","Santo Tome,",None,https://clutch.co/profile/serfe,http://www.serfe.com,info@serfe.com,"
+54 342 4748205 "
Xmartlabs," $5,000+ ",5,$50 - $99,"""10 - 49""","Montevideo,",None,https://clutch.co/profile/xmartlabs,https://xmartlabs.com/,getintouch@xmartlabs.com,"
+1 650 614 1829 "
Pragmatic , Undisclosed,4.6,$150 - $199,"""50 - 249""","Brighton,",None,https://clutch.co/profile/pragmatic,http://pragmatic.agency,sales@pragmatic.agency,"
+44 12 7361 3166 "
